userid,start_busStop,start_busDes,start_roadDes,start_x,start_y,end_busStop,end_busDes,end_roadDes,end_x,end_y,userid,
4545,10099,Opp Bt Merah Town Ctr,Jln Bt Merah,103.8177,1.284209,53121,Sixth Ave Ctr,Bt Timah Rd,103.795,1.331615,4545,
4545,43009,Bt Batok Int,Bt Batok Ctrl,103.7511,1.349994,42011,Opp Macritchie Reservoir,Thomson Rd,103.8362,1.341783,4545,
4551,44209,Opp Petir Stn,Petir Rd,103.767,1.377195,51079,The Sterling,Bt Timah Rd,103.7826,1.335983,4551,
4557,57129,Blk 114,Sembawang Rd,103.8264,1.434187,42051,Blk 154,Yishun Ave 2,103.8351,1.431652,4557,
4557,57129,Blk 114,Sembawang Rd,103.8264,1.434187,59091,Opp Nessea Club,Upp Thomson Rd,103.8172,1.400157,4557,
4607,54429,Blk 561,Ang Mo Kio St 54,103.8582,1.370347,57011,Bef Thomson Ridge,Upp Thomson Rd,103.8344,1.353078,4607,
4625,63219,Opp Blk 139,Yio Chu Kang Rd,103.8763,1.368566,53041,Blk 138,Yio Chu Kang Rd,103.8757,1.368146,4625,
4625,64129,Bef Blk 965,Yio Chu Kang Rd,103.8769,1.37996,63211,Blk 138,Yio Chu Kang Rd,103.8757,1.368146,4625,
4658,9213,Thong Teck Bldg,Scotts Rd,103.8331,1.307838,63211,SMU,Bencoolen St,103.849,1.297342,4658,
4687,40231,Raffles Town Club,Whitley Rd,103.8257,1.322148,7509,Opp Aljunied Pk,Aljunied Rd,103.8794,1.329267,4687,
4687,44631,Opp Bt Panjang Plaza,Jelebu Rd,103.7639,1.379617,70031,Aft Tanglin CC,Whitley Rd,103.8262,1.322554,4687,
4688,54291,Blk 564,Ang Mo Kio Ave 3,103.8589,1.369189,40239,Parkway Parade,Marine Parade Rd,103.906,1.303004,4688,
4697,84701,Blk 151,Kaki Bt Ave 1,103.9121,1.336013,92049,Nanyang Poly,Ang Mo Kio Ave 5,103.85,1.376478,4697,
4718,43829,Symphony Hts,Hume Ave,103.7674,1.356858,54351,Opp Queen's Cl,Queensway,103.8005,1.291197,4718,
4720,67401,Sengkang Stn,Sengkang East Way,103.8953,1.392908,11031,Tech,Woodlands Ave 3,103.7666,1.429304,4720,
4744,11189,Blk 43,C'wealth Ave,103.7925,1.307401,46389,PSB Science Pk Bldg,Buona Vista Flyover,103.7864,1.292825,4744,
4745,14229,St. Teresa's Ch,Kg Bahru Rd,103.8286,1.273707,18101,Blk 18,Tiong Bahru Rd,103.8324,1.285838,4745,
4778,15041,NOL Bldg,Alexandra Rd,103.8018,1.274525,10141,Opp Blk 28,Jln Bt Merah,103.8094,1.285928,4778,
4778,21399,Opp River Valley High Sch,Boon Lay Ave,103.7081,1.344814,10111,Opp Blk 28,Jln Bt Merah,103.8094,1.285928,4778,
4792,67661,Opp Blk 178A,Rivervale Cres,103.9088,1.388894,10111,Bef TPE,Tampines Rd,103.9157,1.379184,4792,
4815,14241,Opp Blk 1,Henderson Rd,103.8169,1.279144,64199,Redhill Stn,Tiong Bahru Rd,103.8167,1.289546,4815,
4821,84119,Opp Temasek JC,Bedok Sth Rd,103.9351,1.319691,10209,Opp Simei Stn,Simei St 3,103.9535,1.342118,4821,
4832,14191,Blk 104B,Depot Rd,103.8121,1.281218,96161,Opp Queensway Shop Ctr,Alexandra Rd,103.8033,1.286657,4832,
4832,14191,Blk 104B,Depot Rd,103.8121,1.281218,11519,Opp Queensway Shop Ctr,Alexandra Rd,103.8033,1.286657,4832,
4849,59049,Opp Khatib Stn,Yishun Ave 2,103.8332,1.416678,11519,Blk 579,Buangkok Green,103.8864,1.379385,4849,
4880,52339,Blk 32,Lor 6 Toa Payoh,103.8559,1.332872,64461,Opp Lakepoint Condo,Corporation Rd,103.7161,1.34005,4880,
4904,70279,Opp Trinity @ Paya Lebar,Paya Lebar Rd,103.8895,1.331558,21211,Blk 138,Yio Chu Kang Rd,103.8757,1.368146,4904,
4904,67629,Blk 557,Buangkok Dr,103.8906,1.38028,63211,Blk 522,Hougang Ave 10,103.8916,1.373138,4904,
4922,83109,Opp Eunos Stn,Jln Eunos,103.9054,1.321357,64389,Aft Tg Katong Cplx,Sims Ave,103.8948,1.317406,4922,
4929,75249,Temasek Poly West G,Tampines Ave 1,103.9302,1.347925,82011,Opp Springfield Sec Sch,Tampines Ave 8,103.9295,1.350807,4929,
4934,44299,Choa Chu Kang Polyclinic,Teck Whye Ave,103.7513,1.381773,75031,YMCA,Orchard Rd,103.8478,1.298074,4934,
4934,44299,Choa Chu Kang Polyclinic,Teck Whye Ave,103.7513,1.381773,8041,Pearl's Ctr,Eu Tong Sen St,103.8409,1.281546,4934,
4945,11031,Opp Queen's Cl,Queensway,103.8005,1.291197,5012,Opp Gan Eng Seng Sec Sch,Alexandra Rd,103.8241,1.290881,4945,
4948,60191,Blk 12,Boon Keng Rd,103.862,1.317183,10249,Novena Stn,Thomson Rd,103.8434,1.319627,4948,
4959,44271,Bet Blks 13/14,Teck Whye Ave,103.7561,1.378671,50038,Lot 1 Shoppers' Mall,Choa Chu Kang Ave 4,103.745,1.384631,4959,
4981,92059,Bet Blks 72/74,Marine Parade Rd,103.9077,1.304251,44539,Far East Plaza,Scotts Rd,103.8332,1.30732,4981,
4985,6081,Blk 94,Zion Rd,103.8335,1.288371,9219,Bef Crawford Bridge,Crawford St,103.8643,1.307746,4985,
4986,75241,Opp Temasek Poly West G,Tampines Ave 1,103.9298,1.34844,1339,Blk 3019,Ubi Ave 2,103.8921,1.327335,4986,
4986,75241,Opp Temasek Poly West G,Tampines Ave 1,103.9298,1.34844,71161,Bedok Int,Bedok Nth Dr,103.9282,1.325005,4986,
4995,17009,Clementi Int,Clementi Ave 3,103.764,1.315055,84009,Bedok Stn,New Upp Changi Rd,103.93,1.324283,4995,
4998,43059,The Rail Mall,Upp Bt Timah Rd,103.7674,1.35939,84031,Opp Ngee Ann City,Orchard Turn,103.8343,1.302113,4998,
4998,42119,Southaven II,Upp Bt Timah Rd,103.7733,1.345825,9011,Botanic Gdns Stn,Bt Timah Rd,103.8155,1.32265,4998,
5002,72011,Blk 322,Jln Eunos,103.9055,1.328165,41021,Temasek Poly,Tampines Ave 1,103.9326,1.346753,5002,
5021,50211,Opp Balestier Pt,Balestier Rd,103.8526,1.32307,75239,Somerset Stn,Somerset Rd,103.8388,1.300276,5021,
5033,42159,Bef Upp Bt Timah Rd,Jln Jurong Kechil,103.7753,1.340368,8121,Holland Village,Holland Rd,103.7944,1.312232,5033,
5043,64369,Blk 532,Hougang Ave 8,103.8915,1.376344,11261,Blk 237,Lor 6 Toa Payoh,103.8527,1.340018,5043,
5047,63109,Blk 172,Hougang Ave 3,103.8898,1.350814,52369,Opp Motorola,Yio Chu Kang Rd,103.846,1.391224,5047,
5054,56209,Bef Thomson Hills Dr,Yio Chu Kang Rd,103.8324,1.380319,55041,Opp Countryside Est,Lentor Ave,103.8387,1.391413,5054,
5071,10209,Redhill Stn,Tiong Bahru Rd,103.8167,1.289546,55259,Thong Teck Bldg,Scotts Rd,103.8331,1.307838,5071,
5071,46189,Blk 12,Marsiling Rd,103.7785,1.440083,9213,Woodlands Reg Int,Woodlands Sq,103.7852,1.436493,5071,
5091,16221,Opp Haw Par Villa Stn,West Coast Highway,103.7812,1.282976,46008,Opp Barossa Gdns,Pasir Panjang Rd,103.7845,1.281204,5091,
5093,95011,Bef Changi Airport PTB3,Airport Blvd,103.9841,1.347195,16209,Blk 34,Marine Cres,103.9123,1.304255,5093,
5112,46741,Seagate,Gambas Ave,103.8072,1.446327,92231,Aft Yishun Ctrl,Yishun Ctrl 2,103.8367,1.423626,5112,
5121,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,59611,Aft VICOM,Changi Nth St 1,103.968,1.351806,5121,
5121,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,97149,Aft VICOM,Changi Nth St 1,103.968,1.351806,5121,
5122,59009,Yishun Int,Yishun Ctrl,103.8363,1.42794,97149,SIM HQ,Clementi Rd,103.7768,1.328572,5122,
5124,84029,Opp Blk 32,New Upp Changi Rd,103.9252,1.322953,12091,Bef Blk 965,Yio Chu Kang Rd,103.8769,1.37996,5124,
5124,84081,Opp Blk 40,Bedok Sth Rd,103.9402,1.320438,64129,Blk 32,New Upp Changi Rd,103.9251,1.323383,5124,
5130,42161,Blk 18,Jln Jurong Kechil,103.7726,1.340277,84021,Botanic Gdns Stn,Bt Timah Rd,103.8155,1.32265,5130,
5138,77221,Blk 651,Pasir Ris Dr 10,103.9383,1.379545,41021,Blk 39,Old Airport Rd,103.885,1.307517,5138,
5148,82049,Joo Chiat Cplx,Changi Rd,103.8989,1.316342,81171,Aft Jln Anggerek,Merpati Rd,103.881,1.327684,5148,
5148,84059,Blk 65,New Upp Changi Rd,103.9395,1.324935,70151,Blk 32,New Upp Changi Rd,103.9251,1.323383,5148,
5153,10149,Blk 1,Tiong Bahru Rd,103.8329,1.286084,84021,Blk 125,Aljunied Rd,103.8815,1.323223,5153,
5153,10149,Blk 1,Tiong Bahru Rd,103.8329,1.286084,70019,Hotel Royal,Newton Rd,103.8416,1.317022,5153,
5155,12101,Ngee Ann Poly,Clementi Rd,103.7777,1.332439,50069,Opp St. Andrew's Jnr Sch,Jln Toa Payoh,103.8662,1.328651,5155,
5165,60161,St. Michael's Pl,S'goon Rd,103.8656,1.324773,60089,Blk 68,Geylang Bahru,103.8702,1.322581,5165,
5177,9022,Opp Orchard Stn,Orchard Blvd,103.8324,1.302528,60229,Bt Merah Int,Bt Merah Ctrl,103.8172,1.282102,5177,
5177,9022,Opp Orchard Stn,Orchard Blvd,103.8324,1.302528,10009,Bt Merah Int,Bt Merah Ctrl,103.8172,1.282102,5177,
5178,50159,Opp Jumbo Ind Bldg,Kim Keat Rd,103.8533,1.324561,10009,Aft Capital Twr,Robinson Rd,103.8481,1.277826,5178,
5179,96059,Changi Ct,Upp Changi Rd East,103.9622,1.343513,3111,Opp Expo Halls 1/2/3,Upp Changi Rd East,103.9566,1.333978,5179,
5179,96059,Changi Ct,Upp Changi Rd East,103.9622,1.343513,96021,Opp Expo Halls 1/2/3,Upp Changi Rd East,103.9566,1.333978,5179,
5181,67601,Buangkok Stn,Sengkang Ctrl,103.8933,1.383345,96021,Paya Lebar Stn,Paya Lebar Rd,103.8921,1.318602,5181,
5211,67399,Blk 325 CP,Sengkang East Way,103.8917,1.39385,81111,Opp Blk 325 CP,Sengkang East Way,103.8914,1.394257,5211,
5224,27461,Opp Blk 276B,Jurong West Ave 3,103.7051,1.352933,67391,Blk 978,Pioneer Rd Nth,103.6944,1.340477,5224,
5246,53281,Blk 169,Bishan St 13,103.8543,1.346656,27301,Bishan Int,Bishan St 13,103.8499,1.350455,5246,
5253,43619,Blk 289E,Bt Batok East Ave 3,103.7587,1.34399,53009,Eunos Mans,Jln Eunos,103.9055,1.328851,5253,
5253,43619,Blk 289E,Bt Batok East Ave 3,103.7587,1.34399,72019,Eunos Mans,Jln Eunos,103.9055,1.328851,5253,
5277,10079,Blk 201,Jln Bt Merah,103.8271,1.280395,72019,Opp Prime Ctr,Middle Rd,103.8511,1.300634,5277,
5277,10079,Blk 201,Jln Bt Merah,103.8271,1.280395,7571,Opp Prime Ctr,Middle Rd,103.8511,1.300634,5277,
5284,44539,Lot 1 Shoppers' Mall,Choa Chu Kang Ave 4,103.745,1.384631,7571,Shell Kiosk,Upp Bt Timah Rd,103.7769,1.338762,5284,
5286,92079,Blk 57,Marine Parade Rd,103.9149,1.306578,42071,Changi Airport PTB3,PTB3 Basement,103.9875,1.355998,5286,
5300,12211,Bet Hse Nos.33/35,Mt Sinai Dr,103.7807,1.317213,95109,Holland Village,Holland Rd,103.7944,1.312232,5300,
5309,67119,Blk 128,Sengkang East Way,103.9032,1.390508,11261,Serangoon Stn,S'goon Ctrl,103.8732,1.350498,5309,
5316,60051,Opp Kallang Pl,Boon Keng Rd,103.8657,1.314146,66351,Blk 73,Geylang Bahru,103.8708,1.322124,5316,
5327,65239,Opp Blk 166A,Punggol East,103.916,1.394105,60221,Sengkang Stn,Sengkang East Way,103.8953,1.392908,5327,
5331,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,67401,Blk 538,Ang Mo Kio Ave 5,103.8532,1.375793,5331,
5337,93069,Aft Siglap Rd,East Coast Rd,103.9224,1.311689,54479,People's Pk Cplx,Eu Tong Sen St,103.843,1.28407,5337,
5347,84521,Blk 506,Bedok Nth Ave 3,103.9339,1.332305,5013,Opp Temasek Poly,Tampines Ave 1,103.9327,1.347078,5347,
5356,4239,Clarke Quay Stn,New Bridge Rd,103.8475,1.288827,75231,Ctrl Sq,Havelock Rd,103.8433,1.287791,5356,
5362,46799,Blk 786A CP,Woodlands Ave 6,103.7997,1.445866,6189,Blk 701,Yishun Ave 5,103.8289,1.430164,5362,
5366,63331,Blk 615,Hougang Ave 2,103.8849,1.368369,59111,Bedok Int,Bedok Nth Dr,103.9282,1.325005,5366,
5435,45439,Opp Blk 661,Choa Chu Kang Cres,103.7512,1.401272,84009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,5435,
5441,64481,Bet Blks 930/931,Hougang Ave 9,103.8808,1.375145,75009,SIM HQ,Clementi Rd,103.7768,1.328572,5441,
5443,76091,Blk 206,Tampines Ave 2,103.9528,1.350716,12091,Tampines East CC,Tampines Ave 2,103.9548,1.353033,5443,
5456,83079,Bef Siglap Plain,Changi Rd,103.9151,1.319768,76101,Lavender Stn,Kallang Rd,103.8622,1.307092,5456,
5475,64471,Blk 917,Hougang Ave 9,103.884,1.374548,1311,Blk 836,Hougang Ctrl,103.8903,1.369888,5475,
5483,59391,Blk 367,Yishun Ring Rd,103.8452,1.430211,64551,Yishun Int,Yishun Ctrl,103.8363,1.42794,5483,
5491,46331,Blk 511,Woodlands Ave 2,103.7882,1.433148,59009,Opp SAFRA Tampines,Tampines Ave 1,103.9401,1.345034,5491,
5493,21429,Blk 185,Boon Lay Ave,103.7106,1.347402,75051,Lakeside Stn,Boon Lay Way,103.7201,1.344258,5493,
5496,76239,Opp Tampines JC,Tampines Ave 7,103.9575,1.356467,28091,Blk 442,Tampines St 43,103.9523,1.359295,5496,
5496,76239,Opp Tampines JC,Tampines Ave 7,103.9575,1.356467,76389,Opp Blk 331,Tampines St 32,103.9599,1.353841,5496,
5498,55509,Yio Chu Kang Int,Ang Mo Kio Ave 8,103.8456,1.381132,76421,Blk 773,Yishun Ave 3,103.8328,1.422974,5498,
5505,17171,Clementi Stn,C'wealth Ave West,103.765,1.314975,59331,Wang-Fu Ind Pte Ltd,Toh Guan Rd East,103.7575,1.335652,5505,
5511,44251,Blk 604,Bt Panjang Rd,103.7623,1.380334,28691,Blk 602,Bt Panjang Ring Rd,103.7629,1.381781,5511,
5519,11151,Blk 42,C'wealth Ave,103.8025,1.298636,44641,HarbourFront Int,Seah Im Rd,103.819,1.267035,5519,
5526,62079,Bartley Stn,Bartley Rd,103.8798,1.342966,14009,Opp Eunos Technolink,Eunos Link,103.901,1.332915,5526,
5565,77009,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,71089,Aft TPE,Pasir Ris Dr 12,103.9328,1.37803,5565,
5584,44201,Aft Petir Stn,Petir Rd,103.7673,1.377323,77339,Cath Of The Good Shepherd,Victoria St,103.8511,1.295338,5584,
5590,55509,Yio Chu Kang Int,Ang Mo Kio Ave 8,103.8456,1.381132,4151,Blk 163,Lor 1 Toa Payoh,103.8441,1.332265,5590,
5590,52139,Oleander Twrs,Lor 1 Toa Payoh,103.844,1.332718,52131,Toa Payoh Int,Lor 6 Toa Payoh,103.8469,1.332021,5590,
5595,80109,Bet Blks 2B/2C,Lor 1 Geylang,103.8714,1.313245,52009,Parkway Parade,Marine Parade Rd,103.906,1.303004,5595,
5635,75341,Opp The Clearwater Condo,Bedok Reservoir Rd,103.9339,1.338322,92049,Opp Temasek Poly West G,Tampines Ave 1,103.9298,1.34844,5635,
5642,84359,Opp Bedok Ctrl PO,Bedok Nth St 1,103.9341,1.327888,75241,Bedok Int,Bedok Nth Dr,103.9282,1.325005,5642,
5656,76089,The Holy Trinity Ch,Tampines Ave 2,103.9492,1.349168,84009,Hotel Grand Pacific,Victoria St,103.8525,1.296848,5656,
5656,77269,Opp Blk 717,Pasir Ris Dr 12,103.9358,1.382893,1012,Opp Pacific Tech Ctr,Jln Bt Merah,103.8112,1.28598,5656,
5666,64231,Blk 316,Hougang Ave 7,103.8969,1.364793,10119,Bedok Int,Bedok Nth Dr,103.9282,1.325005,5666,
5674,78101,Opp Downtown East,Pasir Ris Dr 3,103.954,1.375066,84009,Opp Blk 166A,Punggol East,103.916,1.394105,5674,
5683,65009,Punggol Temp Int,Punggol Pl,103.9022,1.403706,65239,Aft Tampines Ave 5,Tampines Ave 10,103.9305,1.359098,5683,
5683,77339,Aft TPE,Pasir Ris Dr 12,103.9328,1.37803,75371,Aft Tampines Ave 9,Tampines Ave 10,103.9308,1.361492,5683,
5687,42091,Opp Bt Timah Shop Ctr,Upp Bt Timah Rd,103.7754,1.343007,75291,Opp Blk 761,Bedok Nth Ave 3,103.9331,1.336601,5687,
5691,92099,One Amber,Mountbatten Rd,103.899,1.302378,84201,Opp Santa Fe Mans,Mountbatten Rd,103.8895,1.300465,5691,
5700,10089,Blk 119,Jln Bt Merah,103.8217,1.282923,91051,Blk 703,Bedok Reservoir Rd,103.9197,1.337515,5700,
5720,11401,Blk 12,Holland Ave,103.7951,1.309067,84469,Aft Rifle Range Rd,Dunearn Rd,103.7818,1.336799,5720,
5727,78131,Pasir Ris Pr Sch,Pasir Ris Dr 3,103.9637,1.373085,42059,Blk 522,Hougang Ave 10,103.8916,1.373138,5727,
5758,43009,Bt Batok Int,Bt Batok Ctrl,103.7511,1.349994,64389,Shell Kiosk,Upp Bt Timah Rd,103.7769,1.338762,5758,
5769,7211,Sri Srinivasa Perumal Tp,S'goon Rd,103.8564,1.313137,42071,Standard Chartered Bank,Changi Business Pk Ctrl 2,103.9663,1.334509,5769,
5776,42059,Aft Rifle Range Rd,Dunearn Rd,103.7818,1.336799,96371,Hua Guan Gdn,Dunearn Rd,103.7846,1.335803,5776,
5776,40021,Aft POSBank,Bt Timah Rd,103.8428,1.311036,42049,Hua Guan Gdn,Dunearn Rd,103.7846,1.335803,5776,
5784,56049,Meadows @ Pierce,Upp Thomson Rd,103.8277,1.379456,42049,Bef Crawford Bridge,Crawford St,103.8643,1.307746,5784,
5809,60179,MOM Svcs Ctr,Bendemeer Rd,103.8683,1.32634,1339,Boon Keng Stn,S'goon Rd,103.8618,1.320088,5809,
5809,60179,MOM Svcs Ctr,Bendemeer Rd,103.8683,1.32634,60121,Armenian Ch,Hill St,103.8497,1.293089,5809,
5833,71011,Aft Paya Lebar Rd,Airport Rd,103.8905,1.334117,4142,Bef Airport Rd,Hougang Ave 3,103.8951,1.339014,5833,
5837,77321,Aft Pasir Ris St 53,Pasir Ris Dr 8,103.9483,1.373238,71061,Punggol Temp Int,Punggol Pl,103.9022,1.403706,5837,
5839,55301,AMK Police Div HQ,Ang Mo Kio Ave 9,103.8445,1.384252,65009,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,5839,
5846,1039,Nth Bridge Commercial Cplx,Nth Bridge Rd,103.8555,1.298208,54009,Opp Holland Village,Holland Rd,103.7945,1.312561,5846,
5850,64111,Opp Blk 953,Yio Chu Kang Rd,103.8769,1.375947,11269,Blk 953,Yio Chu Kang Rd,103.8771,1.376792,5850,
5859,76099,Blk 285,Tampines Ave 2,103.9525,1.350264,64119,Bishan Int,Bishan St 13,103.8499,1.350455,5859,
5861,80101,Opp Blk 2C,Lor 1 Geylang,103.8716,1.312674,53009,Opp Toa Payoh Swim Cplx,Lor 6 Toa Payoh,103.8502,1.331157,5861,
5878,11031,Opp Queen's Cl,Queensway,103.8005,1.291197,52509,St. John HQ,Beach Rd,103.8633,1.30202,5878,
5902,11511,Alexandra Hosp,Alexandra Rd,103.8025,1.285947,1419,Cosmic Insurance Bldg,Nth Bridge Rd,103.8544,1.296673,5902,
5932,14041,Blk 54,Henderson Rd,103.8125,1.273273,1029,Opp Tiong Bahru Plaza,Tiong Bahru Rd,103.8267,1.285931,5932,
5943,28099,Opp Lakeside Stn,Boon Lay Way,103.7193,1.34432,10161,Rendezvous Grand Hotel,Bras Basah Rd,103.8494,1.29819,5943,
5955,76351,Blk 484,Tampines Ave 9,103.9531,1.362138,8069,Tampines East CC,Tampines Ave 2,103.9548,1.353033,5955,
5968,80049,Aft Sims Way,Geylang Rd,103.8736,1.310777,76101,CSC Dempsey Clubhse,Holland Rd,103.8119,1.306926,5968,
5970,67361,Blk 313B,Anchorvale Dr,103.8884,1.390995,11201,Opp Serangoon Sec Sch,Upp S'goon Rd,103.9011,1.375579,5970,
5975,67199,Opp Blk 223D,Compassvale Rd,103.8969,1.388949,64061,Blk 325 CP,Sengkang East Way,103.8917,1.39385,5975,
5977,59111,Blk 701,Yishun Ave 5,103.8289,1.430164,67399,Woodsvale Condo,Woodlands Ave 7,103.8062,1.443887,5977,
5989,11599,Blk 153,Mei Ling St,103.8031,1.294208,47611,Opp Bt Merah Town Ctr,Jln Bt Merah,103.8177,1.284209,5989,
5994,52081,Aft Blk 195,Jln Toa Payoh,103.8608,1.330814,10099,Sembawang Int,Sembawang Vista,103.8194,1.447482,5994,
6015,17109,Opp Blk 352,Clementi Rd,103.7721,1.31523,58009,Opp Queensway Shop Ctr,Alexandra Rd,103.8033,1.286657,6015,
6017,80069,Opp Mohd Salleh Mque,Geylang Rd,103.8772,1.312147,11519,Blk 32,Lor 6 Toa Payoh,103.8559,1.332872,6017,
6021,28469,Blk 316,Jurong East Ave 1,103.7319,1.346127,52339,Jurong East Temp Int,Jurong Gateway Rd,103.7415,1.333408,6021,
6024,14271,Al-Amin Mque,Telok Blangah Way,103.8191,1.275682,28009,Queens Condo,C'wealth Ave,103.8071,1.292885,6024,
6039,97019,Salvation Army,Upp Changi Rd Nth,103.9654,1.352923,11131,Bedok Int,Bedok Nth Dr,103.9282,1.325005,6039,
6043,53169,Blk 254,Marymount Rd,103.8425,1.362135,84009,Orchard Stn,Orchard Turn,103.8325,1.303237,6043,
6045,14249,Blk 1,Henderson Rd,103.8173,1.279478,9023,Blk 197,Pasir Ris Dr 1,103.9612,1.366253,6045,
6045,98091,Blk 156,Pasir Ris Dr 1,103.9631,1.364328,78051,Bef Pasir Ris Ctrl,Pasir Ris Dr 1,103.9483,1.371591,6045,
6046,72019,Eunos Mans,Jln Eunos,103.9055,1.328851,77039,Opp Blk 668,Jln Damai,103.9095,1.333319,6046,
6048,77339,Aft TPE,Pasir Ris Dr 12,103.9328,1.37803,72081,Opp Blk 757,Yishun Ave 2,103.8354,1.426573,6048,
6049,84239,Opp Blk 85,Bedok Nth Rd,103.9384,1.331518,59069,Katong Shop Ctr,Mountbatten Rd,103.9013,1.303702,6049,
6051,67411,Blk 261,Sengkang East Rd,103.8944,1.394956,92101,Opp Blk 953,Yio Chu Kang Rd,103.8769,1.375947,6051,
6054,76109,Blk 302,Tampines Ave 2,103.9551,1.352966,64111,Katong Shop Ctr,Mountbatten Rd,103.9013,1.303702,6054,
6060,75241,Opp Temasek Poly West G,Tampines Ave 1,103.9298,1.34844,92101,Opp Blks 771/772,Pasir Ris St 71,103.9375,1.375547,6060,
6064,54261,Ang Mo Kio Stn,Ang Mo Kio Ave 3,103.8508,1.369469,77319,Thomson Flyover,Thomson Rd,103.8407,1.328942,6064,
6064,52071,Trellis Twrs,Jln Toa Payoh,103.8438,1.329914,51019,Thomson Flyover,Thomson Rd,103.8407,1.328942,6064,
6070,98109,Opp Loyang Pt,Pasir Ris Dr 3,103.9656,1.367268,51019,Loyang Valley,Loyang Ave,103.9706,1.369551,6070,
6092,10149,Blk 1,Tiong Bahru Rd,103.8329,1.286084,98049,UIC Bldg,Shenton Way,103.8496,1.27807,6092,
6096,64359,Montfort Sch,Hougang Ave 8,103.8892,1.375287,3129,Hougang Ctrl Int,Hougang Ctrl,103.8926,1.371227,6096,
6111,84041,Blk 221A,New Upp Changi Rd,103.9347,1.324691,64541,Flextronic,Upp Changi Rd,103.9502,1.333949,6111,
6111,84041,Blk 221A,New Upp Changi Rd,103.9347,1.324691,85079,Flextronic,Upp Changi Rd,103.9502,1.333949,6111,
6119,59171,Blk 309,Yishun Ave 9,103.8402,1.432265,85079,Blk 3012,Simei Ave,103.9511,1.336385,6119,
6123,14249,Blk 1,Henderson Rd,103.8173,1.279478,96101,Opp VivoCity,Telok Blangah Rd,103.8222,1.265963,6123,
6123,10371,Blk 129,Lower Delta Rd,103.8245,1.283665,14119,Blk 118,Depot Rd,103.8127,1.281324,6123,
6141,17179,Clementi Stn,C'wealth Ave West,103.7654,1.315286,14199,Aries,Science Pk Rd,103.7828,1.28701,6141,
6144,63031,Kovan Stn,Upp S'goon Rd,103.8854,1.360504,16111,Aft Pasir Ris Ctrl,Pasir Ris Dr 1,103.9484,1.371163,6144,
6156,52051,Blk 147,Braddell Rd,103.8547,1.343388,77031,Blk 219,Braddell Rd,103.8562,1.343097,6156,
6212,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,52059,Opp Laguna Pk,Marine Parade Rd,103.9294,1.309836,6212,
6217,71131,Automobile Megamart,Ubi Ave 2,103.8998,1.330273,93031,Aft Kallang Way 4,Kallang Way,103.8791,1.323198,6217,
6219,96059,Changi Ct,Upp Changi Rd East,103.9622,1.343513,70319,Grace Independent Ch,Upp Changi Rd,103.9555,1.336502,6219,
6220,50171,Opp Moulmein CC,Balestier Rd,103.8464,1.326634,96081,Opp Sun Plaza,Sembawang Dr,103.819,1.447773,6220,
6226,52031,Opp Blk 998,Braddell Rd,103.8503,1.344049,58259,Opp Mandarin Orchard,Orchard Rd,103.837,1.30234,6226,
6228,11519,Opp Queensway Shop Ctr,Alexandra Rd,103.8033,1.286657,9037,Aft Hewlett Packard,Depot Rd,103.8096,1.281761,6228,
6232,11309,Hse No. 589,Sixth Ave,103.7884,1.318624,14209,Lavender Stn,Kallang Rd,103.8622,1.307092,6232,
6232,62131,Serangoon Stn,Upp S'goon Rd,103.8728,1.348979,1311,Blk 206,S'goon Ctrl,103.8729,1.353392,6232,
6237,54381,Blk 443,Ang Mo Kio Ave 10,103.8561,1.365742,66379,Opp Blk 257,Boundary Rd,103.872,1.355855,6237,
6241,75259,Tropica Condo,Tampines Ave 1,103.928,1.349138,66051,Opp Tampines Stn/Int,Tampines Ave 4,103.9464,1.353707,6241,
6242,52059,Blk 219,Braddell Rd,103.8562,1.343097,76149,Opp Raffles Inst,Bishan Rd,103.8471,1.347072,6242,
6246,1311,Lavender Stn,Kallang Rd,103.8622,1.307092,53211,Bef Outram Rd,Eu Tong Sen St,103.8386,1.279008,6246,
6249,22361,Blk 641,Jurong West Ave 4,103.6959,1.340778,10018,Blk 840,Pioneer Rd Nth,103.6919,1.344043,6249,
6253,63039,Kovan Stn,Upp S'goon Rd,103.8854,1.36026,27329,BCA Academy,Braddell Rd,103.8587,1.343543,6253,
6258,28691,Wang-Fu Ind Pte Ltd,Toh Guan Rd East,103.7575,1.335652,52061,Eunos Stn,Jln Eunos,103.9049,1.320656,6258,
6259,80029,Aft Kallang Rd ERP Gantry,Kallang Rd,103.8675,1.309419,83101,Old Hill St Police Stn,Hill St,103.8486,1.290845,6259,
6272,76091,Blk 206,Tampines Ave 2,103.9528,1.350716,4223,Blk 242,Pasir Ris St 21,103.9622,1.371365,6272,
6275,50211,Opp Balestier Pt,Balestier Rd,103.8526,1.32307,78209,Opp Blk 1022,Airport Rd,103.8924,1.334677,6275,
