userid,start_busStop,start_busDes,start_roadDes,start_x,start_y,end_busStop,end_busDes,end_roadDes,end_x,end_y,userid,
1120,1511,Opp The Gateway,Beach Rd,103.8586,1.299198,53041,Bef Thomson Ridge,Upp Thomson Rd,103.8344,1.353078,1120,
1126,54479,Blk 538,Ang Mo Kio Ave 5,103.8532,1.375793,54039,Bef Al-Muttaqin Mque,Ang Mo Kio Ave 6,103.8456,1.370918,1126,
1142,54221,Opp Ang Mo Kio Pr Sch,Ang Mo Kio Ave 3,103.8396,1.369956,53121,Marymount Stn,Marymount Rd,103.8395,1.350167,1142,
1149,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,95051,3rd Cargo Agents,Airline Rd,103.9962,1.375283,1149,
1163,28399,Blk 458,Jurong West St 51,103.7197,1.349749,28251,S'pore Science Ctr,Jurong Town Hall Rd,103.737,1.333828,1163,
1169,22469,Blk 653B,Pioneer Rd Nth,103.6963,1.336491,28101,Opp SMRT Ulu Pandan Depot,Toh Tuck Ave,103.7591,1.333124,1169,
1187,59081,Blk 774,Yishun Ring Rd,103.8317,1.423715,59281,Blk 654,Yishun Ave 4,103.8407,1.422806,1187,
1190,28511,Blk 463,Jurong West Ave 1,103.7237,1.350636,16091,Opp ITE Dover,AYE,103.7792,1.299397,1190,
1208,12021,Bef Moonbeam Walk,Holland Rd,103.7824,1.319076,42109,Opp Beauty World Ctr,Jln Anak Bt,103.7769,1.343269,1208,
1213,81161,Bef S'pore Badminton Assn,Guillemard Rd,103.8832,1.310546,94089,Calvary Ably Of God Ch,Upp East Coast Rd,103.9429,1.315363,1213,
1215,71161,Blk 3019,Ubi Ave 2,103.8921,1.327335,76101,Tampines East CC,Tampines Ave 2,103.9548,1.353033,1215,
1217,17179,Clementi Stn,C'wealth Ave West,103.7654,1.315286,46771,Opp Admiralty Stn,Woodlands Ave 7,103.8002,1.440888,1217,
1217,46831,Blk 747A CP,Woodlands Circle,103.7956,1.443645,16061,Opp Heng Mui Keng Terr,Pasir Panjang Rd,103.7736,1.290463,1217,
1222,59579,Blk 456,Yishun Ring Rd,103.8439,1.420264,68031,Jln Kayu Shophouse,Jln Kayu,103.8731,1.39705,1222,
1226,60101,Kwong Wai Shiu Hosp,S'goon Rd,103.86,1.317834,60119,Opp Blk 28,Bendemeer Rd,103.8642,1.318897,1226,
1230,98109,Opp Loyang Pt,Pasir Ris Dr 3,103.9656,1.367268,64381,Opp Blk 521,Hougang Ave 10,103.8917,1.372872,1230,
1242,20199,Blk 410,Pandan Gdns,103.7482,1.319081,18071,NUH,Buona Vista Flyover,103.7845,1.295408,1242,
1243,44261,Blk 270,Bt Panjang Rd,103.7743,1.376082,7551,Fu Lu Shou Cplx,Rochor Rd,103.8546,1.30172,1243,
1243,44241,Opp Lompang Rd,Bt Panjang Rd,103.7659,1.381174,9023,Orchard Stn,Orchard Turn,103.8325,1.303237,1243,
1254,78111,Blk 479,Pasir Ris Dr 3,103.958,1.375458,78101,Opp Downtown East,Pasir Ris Dr 3,103.954,1.375066,1254,
1257,64471,Blk 917,Hougang Ave 9,103.884,1.374548,67441,Opp Blk 323B,Sengkang East Rd,103.8935,1.39231,1257,
1258,76311,Opp Tampines JC,Tampines Ave 9,103.9554,1.357915,55509,Yio Chu Kang Int,Ang Mo Kio Ave 8,103.8456,1.381132,1258,
1263,63389,Opp Xinmin Pr Sch,Hougang Ave 8,103.8824,1.370638,60121,Boon Keng Stn,S'goon Rd,103.8618,1.320088,1263,
1264,10099,Opp Bt Merah Town Ctr,Jln Bt Merah,103.8177,1.284209,3129,UIC Bldg,Shenton Way,103.8496,1.27807,1264,
1280,45059,Opp Digiland,Woodlands Rd,103.7562,1.403407,44539,Lot 1 Shoppers' Mall,Choa Chu Kang Ave 4,103.745,1.384631,1280,
1281,64419,Blk 681,Hougang Ave 4,103.8852,1.373392,74049,Golden Pagoda Tp,Tampines Link,103.9301,1.368511,1281,
1282,72079,Blk 609,Bedok Reservoir Rd,103.912,1.332003,92151,Christ Meth Ch,East Coast Rd,103.916,1.309803,1282,
1282,72079,Blk 609,Bedok Reservoir Rd,103.912,1.332003,51011,Opp Tan Tong Meng Twr,Thomson Rd,103.841,1.327704,1282,
1285,14141,VivoCity,Telok Blangah Rd,103.8221,1.265514,22009,Boon Lay Int,Jurong West Ctrl 3,103.7055,1.339323,1285,
1288,1112,Opp Bugis Junction,Victoria St,103.8552,1.300155,84031,Bedok Stn,New Upp Changi Rd,103.93,1.324283,1288,
1291,52079,Opp Trellis Twrs,Jln Toa Payoh,103.8438,1.329315,43189,Blk 283,Bt Batok East Ave 3,103.7568,1.34695,1291,
1291,43619,Blk 289E,Bt Batok East Ave 3,103.7587,1.34399,42041,The Nexus,Bt Timah Rd,103.7869,1.334425,1291,
1305,93019,Neptune Ct,Marine Parade Rd,103.9211,1.307876,7589,Opp Rochor Ctr,Ophir Rd,103.8555,1.303194,1305,
1305,93019,Neptune Ct,Marine Parade Rd,103.9211,1.307876,81111,Paya Lebar Stn,Paya Lebar Rd,103.8921,1.318602,1305,
1306,53281,Blk 169,Bishan St 13,103.8543,1.346656,52389,Blk 227,Lor 8 Toa Payoh,103.8581,1.339726,1306,
1306,53289,Zion Bible Presby Ch,Bishan St 13,103.8546,1.347233,10111,Opp Blk 28,Jln Bt Merah,103.8094,1.285928,1306,
1315,60121,Boon Keng Stn,S'goon Rd,103.8618,1.320088,43529,Opp Bt Batok Driving Ctr,Bt Batok West Ave 5,103.7502,1.367696,1315,
1317,83059,Mjd Kassim,Changi Rd,103.9122,1.318889,55031,Opp NCS Hub,Yio Chu Kang Rd,103.8436,1.389448,1317,
1317,83059,Mjd Kassim,Changi Rd,103.9122,1.318889,55031,Opp NCS Hub,Yio Chu Kang Rd,103.8436,1.389448,1317,
1319,20239,Aft Hasanah Mque,Teban Gdns Rd,103.7395,1.322469,81179,Blk 22,Old Airport Rd,103.8849,1.307261,1319,
1327,12199,Opp Village Twr,Mt Sinai Rise,103.7782,1.31548,15131,Kent Ridge Stn,Sth Buona Vista Rd,103.7845,1.292543,1327,
1329,71071,Opp Comfort Driving Ctr,Eunos Link,103.8979,1.336396,84009,Bedok Int,Bedok Nth Dr,103.9282,1.325005,1329,
1338,52329,Opp Toa Payoh Stadium,Lor 6 Toa Payoh,103.8527,1.331468,53009,Bishan Int,Bishan St 13,103.8499,1.350455,1338,
1341,42181,Grand Chateau,Jln Jurong Kechil,103.7694,1.343628,11171,Opp Blk 7B,C'wealth Ave,103.7948,1.305357,1341,
1341,42189,Opp Grand Chateau,Jln Jurong Kechil,103.7696,1.343789,11171,Opp Blk 7B,C'wealth Ave,103.7948,1.305357,1341,
1343,10481,Opp Blk 73,Redhill Cl,103.818,1.287842,10209,Redhill Stn,Tiong Bahru Rd,103.8167,1.289546,1343,
1343,14071,Keppel Workshop,Keppel Rd,103.8338,1.272246,10209,Redhill Stn,Tiong Bahru Rd,103.8167,1.289546,1343,
1349,81179,Blk 22,Old Airport Rd,103.8849,1.307261,60119,Opp Blk 28,Bendemeer Rd,103.8642,1.318897,1349,
1369,96319,Yusen Logistics,Changi Sth Ave 1,103.9607,1.332919,76061,Blk 938,Tampines Ave 5,103.9419,1.348202,1369,
1372,63059,Opp Serangoon JC,Upp S'goon Rd,103.8898,1.364377,63349,Blk 708,Hougang Ave 2,103.8892,1.366872,1372,
1375,11111,Farrer Rd Stn,Farrer Rd,103.8077,1.317802,11361,Buona Vista Stn,Nth Buona Vista Rd,103.7906,1.306498,1375,
1386,84639,Aft Waterfront Waves,Bedok Reservoir Rd,103.9294,1.338571,50061,Opp Hotel Royal,Newton Rd,103.8414,1.317435,1386,
1391,64019,Blk 302,Upp S'goon Rd,103.8939,1.368308,50121,Natl Skin Ctr,Moulmein Rd,103.8493,1.319303,1391,
1392,60161,St. Michael's Pl,S'goon Rd,103.8656,1.324773,60139,Blk 44,Bendemeer Rd,103.8663,1.322049,1392,
1406,13121,Opp Great World City,Zion Rd,103.8308,1.294092,76409,Blk 259,Tampines St 21,103.9508,1.354847,1406,
1411,64601,Blk 919,Hougang Ave 4,103.8846,1.375486,17149,Blk 426,AYE,103.7635,1.311637,1411,
1420,44601,Blk 413,Saujana Rd,103.7684,1.382133,44311,Opp Blk 253,Bangkit Rd,103.7743,1.379304,1420,
1422,17141,Clementi Stadium,AYE,103.7635,1.310995,28701,Aft Old Toh Tuck Rd,Toh Tuck Link,103.7577,1.331498,1422,
1425,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,97159,VICOM Veh Insp Ctr,Changi Nth Cres,103.9677,1.35029,1425,
1432,66149,Aft Yio Chu Kang Rd,S'goon Gdn Way,103.8724,1.362918,66321,Blk 128,S'goon Nth Ave 1,103.8725,1.365146,1432,
1435,76249,Blk 370,Tampines Ave 7,103.9595,1.358366,18121,Opp Ayer Rajah Ind Est,Buona Vista Flyover,103.7854,1.297512,1435,
1443,52451,Blk 114,Whampoa Rd,103.8573,1.32532,7021,Selegie Ctr,Selegie Rd,103.85,1.303245,1443,
1446,77041,Blk 541,Pasir Ris Dr 1,103.9513,1.369449,59069,Opp Blk 757,Yishun Ave 2,103.8354,1.426573,1446,
1450,92059,Bet Blks 72/74,Marine Parade Rd,103.9077,1.304251,60059,Bef Kallang Pl,Boon Keng Rd,103.8659,1.314346,1450,
1452,53159,Blk 260,Marymount Rd,103.8417,1.359687,51071,Macritchie Reservoir,Thomson Rd,103.836,1.342193,1452,
1452,53241,Opp Blk 217,Bishan Rd,103.85,1.356156,12101,Ngee Ann Poly,Clementi Rd,103.7777,1.332439,1452,
1507,59059,Blk 608,Yishun Ave 2,103.835,1.420546,59069,Opp Blk 757,Yishun Ave 2,103.835373,1.426573,1507,
1513,11119,Opp Farrer Rd Stn,Farrer Rd,103.8079,1.317478,64541,Hougang Ctrl Int,Hougang Ctrl,103.8926,1.371227,1513,
1516,43419,Blk 628,Bt Batok Ctrl,103.75,1.351555,43379,Blk 185,Bt Batok West Ave 6,103.7452,1.347166,1516,
1520,67279,Blk 301D,Sengkang East Rd,103.8917,1.388093,67441,Opp Blk 323B,Sengkang East Rd,103.8935,1.39231,1520,
1527,50031,Opp Novena Ch,Thomson Rd,103.8418,1.321273,52071,Trellis Twrs,Jln Toa Payoh,103.8438,1.329914,1527,
1527,83101,Eunos Stn,Jln Eunos,103.9049,1.320656,72059,Opp Kaki Bt Ind Est,Kaki Bt Ave 1,103.9043,1.333758,1527,
1543,5039,New Bridge Ctr,New Bridge Rd,103.8425,1.282938,10079,Blk 201,Jln Bt Merah,103.8271,1.280395,1543,
1548,10071,Blk 111,Jln Bt Merah,103.8264,1.280453,14209,Aft Hewlett Packard,Depot Rd,103.8096,1.281761,1548,
1558,17389,Opp West Bay Resort Condo,West Coast Rd,103.767,1.299081,91091,Bef Kg Kayu Rd,Mountbatten Rd,103.8844,1.30315,1558,
1558,17389,Opp West Bay Resort Condo,West Coast Rd,103.767,1.299081,81179,Blk 22,Old Airport Rd,103.8849,1.307261,1558,
1559,42159,Bef Upp Bt Timah Rd,Jln Jurong Kechil,103.7753,1.340368,51079,Opp Macritchie Reservoir,Thomson Rd,103.8362,1.341783,1559,
1564,92049,Parkway Parade,Marine Parade Rd,103.906,1.303004,67009,Sengkang Int,Sengkang Sq,103.8959,1.391781,1564,
1569,61101,Blk 120,Potong Pasir Ave 1,103.8637,1.335601,8031,Dhoby Ghaut Stn,Penang Rd,103.8453,1.298312,1569,
1577,40019,Little India Stn,Bt Timah Rd,103.8492,1.306644,1541,Aft Beach Rd,Rochor Rd,103.8573,1.298865,1577,
1592,43171,Blk 229,Bt Batok East Ave 3,103.7546,1.348555,43411,Opp Blk 628,Bt Batok Ctrl,103.7502,1.351765,1592,
1603,72019,Eunos Mans,Jln Eunos,103.9055,1.328851,84331,Opp Blk 416,Bedok Nth Rd,103.931,1.328988,1603,
1614,55179,Opp Castle Green,Ang Mo Kio Ave 6,103.8426,1.385732,67089,Before Fernvale Lane,Sengkang West Rd,103.8692,1.390294,1614,
1614,55509,Yio Chu Kang Int,Ang Mo Kio Ave 8,103.8456,1.381132,55179,Opp Castle Green,Ang Mo Kio Ave 6,103.8426,1.385732,1614,
1622,84521,Blk 506,Bedok Nth Ave 3,103.9339,1.332305,75231,Opp Temasek Poly,Tampines Ave 1,103.9327,1.347078,1622,
1622,84211,Blk 403,Bedok Nth Ave 3,103.9344,1.330047,84221,Blk 109,Bedok Nth Rd,103.9351,1.331858,1622,
1638,84119,Opp Temasek JC,Bedok Sth Rd,103.9351,1.319691,98019,Opp Blk 149A,Loyang Ave,103.9634,1.362261,1638,
1639,65019,The Rivervale,Punggol Rd,103.8975,1.381512,66481,Opp Blk 968,Buangkok Green,103.8783,1.379187,1639,
1642,66061,Aft Braddell Flyover,Braddell Rd,103.8635,1.344051,62139,Serangoon Stn,Upp S'goon Rd,103.8734,1.349046,1642,
1648,28631,Opp Blk 288D,Toh Guan Rd,103.7442,1.340532,28009,Jurong East Temp Int,Jurong Gateway Rd,103.7415,1.333408,1648,
1651,44531,Opp Choa Chu Kang Stn,Choa Chu Kang Ave 4,103.7445,1.384254,30011,Tengah Air Base,Old Choa Chu Kang Rd,103.7142,1.373678,1651,
1651,44221,Opp Pending Stn,Pending Rd,103.771,1.3763,4151,Cath Of The Good Shepherd,Victoria St,103.8511,1.295338,1651,
1658,71099,Blk 311,Eunos Link,103.9038,1.330226,84491,Blk 629,Bedok Reservoir Rd,103.9142,1.334568,1658,
1659,44809,Blk 628,Senja Rd,103.7598,1.385001,44401,Opp Blk 183,Bt Panjang Rd,103.7628,1.380496,1659,
1662,12151,Evian Condo,Moonbeam Walk,103.7813,1.318651,11361,Buona Vista Stn,Nth Buona Vista Rd,103.7906,1.306498,1662,
1665,7529,Bef Sim Lim Twr,Jln Besar,103.855,1.304319,17171,Clementi Stn,C'wealth Ave West,103.765,1.314975,1665,
1671,21429,Blk 185,Boon Lay Ave,103.7106,1.347402,21261,Bef Smithkline,Quality Rd,103.7103,1.333935,1671,
1672,28431,Blk 134,Jurong East Ctrl,103.7388,1.334496,19051,Opp Transview Golf Club,Dover Rd,103.7739,1.308964,1672,
1672,28431,Blk 134,Jurong East Ctrl,103.7388,1.334496,19051,Opp Transview Golf Club,Dover Rd,103.7739,1.308964,1672,
1679,1541,Aft Beach Rd,Rochor Rd,103.8573,1.298865,1519,The Gateway,Beach Rd,103.8589,1.299072,1679,
1689,65159,Blk 101C,Punggol Field,103.9067,1.398569,65069,Ngee Ann Poly,Clementi Rd,103.7777,1.332439,1689,
1690,55049,Motorola,Yio Chu Kang Rd,103.8466,1.391107,12101,Opp Motorola,Yio Chu Kang Rd,103.846,1.391224,1690,
1696,10299,Opp SM Motors Ctr,Alexandra Rd,103.8115,1.292335,55041,Queenstown Stn,C'wealth Ave,103.806,1.295064,1696,
1696,10299,Opp SM Motors Ctr,Alexandra Rd,103.8115,1.292335,11149,Opp Redhill Stn,Tiong Bahru Rd,103.8166,1.289281,1696,
1697,43259,Opp Hillbrooks,Hillview Ave,103.7627,1.357573,10201,Blk 254,Bt Batok East Ave 4,103.7579,1.349311,1697,
1715,97011,The Japanese Sch,Upp Changi Rd Nth,103.966,1.353323,43169,Opp Tampines Stadium,Tampines Ave 5,103.9417,1.352962,1715,
1718,65021,Opp Blk 110,Punggol Rd,103.8996,1.384031,76059,Le Crescendo,Paya Lebar Rd,103.8893,1.330782,1718,
1723,1029,Cosmic Insurance Bldg,Nth Bridge Rd,103.8544,1.296673,70271,Woodlands Civic Ctr,Woodlands Ave 5,103.7866,1.434578,1723,
1723,46621,Blk 335,Woodlands Ave 1,103.7806,1.429555,46321,Woodlands Reg Int,Woodlands Sq,103.7852,1.436493,1723,
1726,9219,Far East Plaza,Scotts Rd,103.8332,1.30732,46008,Opp The Synergy,Boon Lay Way,103.7481,1.330699,1726,
1728,63281,Blk 105 Mkt/FC,Hougang Ave 1,103.8899,1.35413,28049,Opp Blk 125,Aljunied Rd,103.8812,1.32317,1728,
1735,65059,St. Anne's Ch,Punggol Rd,103.9013,1.393084,70011,Opp Techplace 2,Ang Mo Kio Ave 5,103.8655,1.378543,1735,
1738,10169,Tiong Bahru Plaza,Tiong Bahru Rd,103.8275,1.286,54651,SIS Bldg,Alexandra Rd,103.8145,1.291538,1738,
1738,6051,Blk 55,Tiong Bahru Rd,103.8341,1.28476,10281,Aft Haw Par Glass Twr,Clemenceau Ave,103.8441,1.296246,1738,
1740,10161,Opp Tiong Bahru Plaza,Tiong Bahru Rd,103.8267,1.285931,8019,Opp Blk 120,Jln Bt Merah,103.8224,1.282278,1740,
1742,71089,Opp Eunos Technolink,Eunos Link,103.901,1.332915,10081,Bef Fernvale Lane,Sengkang West Ave,103.8747,1.39068,1742,
1755,43809,Blk 514,Bt Batok St 52,103.7519,1.354852,67499,IMM Bldg,Toh Guan Rd,103.7477,1.334462,1755,
1757,98049,Loyang Valley,Loyang Ave,103.9706,1.369551,28659,Opp Blk 716,Bedok Reservoir Rd,103.9249,1.338315,1757,
1769,84021,Blk 32,New Upp Changi Rd,103.9251,1.323383,84621,Blk 370,Tampines Ave 7,103.9595,1.358366,1769,
1770,84491,Blk 629,Bedok Reservoir Rd,103.9142,1.334568,76249,Blk 147,Tampines Ave 5,103.9421,1.348753,1770,
1776,43491,Blk 331,Bt Batok West Ave 4,103.7472,1.363897,76069,Blk 12,Boon Keng Rd,103.862,1.317183,1776,
1779,18099,Ayer Rajah Bus Pk,Ayer Rajah Cres,103.7895,1.293932,60191,Opp Buona Vista Stn,Nth Buona Vista Rd,103.7908,1.306324,1779,
1782,40231,Raffles Town Club,Whitley Rd,103.8257,1.322148,11369,Aft Irrawaddy Rd,Balestier Rd,103.8442,1.326465,1782,
1782,40231,Raffles Town Club,Whitley Rd,103.8257,1.322148,50169,Aft Irrawaddy Rd,Balestier Rd,103.8442,1.326465,1782,
1785,65809,Anchor Green Pr Sch,Anchorvale Rd,103.8863,1.39121,50169,Jackson Sq,Lor 4 Toa Payoh,103.8497,1.336831,1785,
1785,65809,Anchor Green Pr Sch,Anchorvale Rd,103.8863,1.39121,52271,Opp Blk 203A,Sengkang East Ave,103.8951,1.386054,1785,
1789,76211,Blk 449,Tampines Ave 7,103.951,1.356747,67269,Opp SAFRA Tampines,Tampines Ave 1,103.9401,1.345034,1789,
1803,53061,Thomson View Condo,Upp Thomson Rd,103.8288,1.357158,75051,Motorola,Yio Chu Kang Rd,103.8466,1.391107,1803,
1818,78059,Blk 210,Pasir Ris Dr 1,103.9611,1.366776,55049,Tampines Stn/Int,Tampines Ave 4,103.9461,1.353667,1818,
1833,19089,United World College,Dover Rd,103.7818,1.303703,76141,Opp SAFRA Tampines,Tampines Ave 1,103.9401,1.345034,1833,
1844,84521,Blk 506,Bedok Nth Ave 3,103.9339,1.332305,75051,Opp Temasek Poly,Tampines Ave 1,103.9327,1.347078,1844,
1869,10149,Blk 1,Tiong Bahru Rd,103.8329,1.286084,75231,Opp GB Bldg,Cecil St,103.8478,1.278921,1869,
1869,10149,Blk 1,Tiong Bahru Rd,103.8329,1.286084,3151,The Sail,Marina Blvd,103.8531,1.281619,1869,
1876,92239,Blk 45,Marine Cres,103.9127,1.30438,3381,Opp Springvale,East Coast Rd,103.925,1.312505,1876,
1893,63341,Opp Blk 709,Hougang Ave 2,103.8888,1.367514,93079,Kovan Stn,Upp S'goon Rd,103.8854,1.360504,1893,
1893,63341,Opp Blk 709,Hougang Ave 2,103.8888,1.367514,63031,Kovan Stn,Upp S'goon Rd,103.8854,1.360504,1893,
1898,62221,Opp Blk 146,Lor Ah Soo,103.8826,1.350901,63031,Ngee Ann Poly,Clementi Rd,103.7777,1.332439,1898,
1942,70181,Blk 36,Circuit Rd,103.8869,1.328862,12101,Temasek Poly,Tampines Ave 1,103.9326,1.346753,1942,
1942,70181,Blk 36,Circuit Rd,103.8869,1.328862,75239,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,1942,
1945,66021,New Tech Pk,Lor Chuan,103.8618,1.350967,77009,Sengkang Int,Sengkang Sq,103.8959,1.391781,1945,
1964,54389,Blk 465,Ang Mo Kio Ave 10,103.8566,1.36639,67009,Bef S'pore Badminton Assn,Guillemard Rd,103.8832,1.310546,1964,
1964,54009,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,81161,Aft Mandai Rd,Mandai Lake Rd,103.7798,1.409356,1964,
1970,76101,Tampines East CC,Tampines Ave 2,103.9548,1.353033,48111,Bef Geylang Fire Stn,Paya Lebar Rd,103.8922,1.316311,1970,
1986,78241,Bet Blks 453/454,Pasir Ris St 41,103.9576,1.37211,81129,Blk 429,Pasir Ris Dr 6,103.9569,1.36995,1986,
1991,54189,Blk 110,Ang Mo Kio Ave 4,103.8368,1.37047,78079,Opp Ang Mo Kio Stn,Ang Mo Kio Ave 3,103.8511,1.36921,1991,
2030,52279,Blk 56,Lor 4 Toa Payoh,103.8499,1.337024,54269,Catholic JC,Whitley Rd,103.8345,1.325882,2030,
2055,43171,Blk 229,Bt Batok East Ave 3,103.7546,1.348555,51099,Keming Pr Sch,Bt Batok East Ave 3,103.7568,1.346489,2055,
2057,67489,Pei Hwa Sec Sch,Sengkang West Ave,103.8771,1.391002,43181,Nanyang Poly,Ang Mo Kio Ave 5,103.85,1.376478,2057,
2057,67489,Pei Hwa Sec Sch,Sengkang West Ave,103.8771,1.391002,54351,Nanyang Poly,Ang Mo Kio Ave 5,103.85,1.376478,2057,
2073,28501,Blk 490,Jurong West Ave 1,103.7274,1.349803,54351,Opp River Valley High Sch,Boon Lay Ave,103.7081,1.344814,2073,
2078,62129,Blk 403,Upp S'goon Rd,103.8721,1.34699,21399,Aft Kallang Rd,Lavender St,103.8635,1.309508,2078,
2083,59149,Blk 145,Yishun Ave 5,103.8322,1.430619,7371,Aft Yishun Ctrl,Yishun Ctrl 2,103.8367,1.423626,2083,
2083,59149,Blk 145,Yishun Ave 5,103.8322,1.430619,59611,Aft Yishun Ctrl,Yishun Ctrl 2,103.8367,1.423626,2083,
2086,84071,Blk 71,Bedok Sth Rd,103.9426,1.320671,59611,Opp Laguna Pk,Marine Parade Rd,103.9294,1.309836,2086,
2097,53059,Opp Thomson Plaza,Upp Thomson Rd,103.8315,1.3554,93031,Macritchie Reservoir,Thomson Rd,103.836,1.342193,2097,
2127,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,51071,Blk 97,Queensway,103.8017,1.306213,2127,
2156,64249,Blk 327,Hougang Ave 5,103.8959,1.368094,11071,Blk 172,Hougang Ave 3,103.8898,1.350814,2156,
2176,20159,Blk 411,West Coast Rd,103.7464,1.318511,63109,Blk 726 Clementi West Mkt,West Coast Rd,103.7645,1.304153,2176,
2188,64491,Hougang 1,Hougang Ave 9,103.8791,1.37513,17041,Blk 946A,Hougang Ave 9,103.8807,1.374888,2188,
2190,72019,Eunos Mans,Jln Eunos,103.9055,1.328851,64489,Opp Bedok Camp 2,Upp East Coast Rd,103.9551,1.319902,2190,
2193,71179,Opp Blk 1022,Airport Rd,103.8924,1.334677,94071,Yio Chu Kang Int,Ang Mo Kio Ave 8,103.8456,1.381132,2193,
2215,42291,Opp Toh Tuck Cres,Toh Tuck Rise,103.7643,1.337696,55509,Opp Bt Timah Plaza,Jln Anak Bt,103.7794,1.340071,2215,
2216,75251,Opp Tropica Condo,Tampines Ave 1,103.9278,1.349498,42089,Blk 32,New Upp Changi Rd,103.9251,1.323383,2216,
2219,27169,Bef Jln Bahar,Nanyang Ave,103.6942,1.356931,84021,Aljunied Pk,Aljunied Rd,103.8798,1.329303,2219,
2219,81209,Geylang Meth Pr Sch,Geylang East Ctrl,103.8843,1.318436,70039,Opp Paya Lebar Stn,Paya Lebar Rd,103.8917,1.318567,2219,
2226,96109,Opp Blk 3012,Simei Ave,103.9507,1.337368,81119,Aft Capital Twr,Robinson Rd,103.8481,1.277826,2226,
2240,83291,Flora East,Still Rd,103.9059,1.314733,3111,Opp Catholic JC,PIE,103.834,1.326481,2240,
2245,46539,Blk 320,Woodlands Ave 3,103.7782,1.4321,51091,Opp Pending Stn,Pending Rd,103.771,1.3763,2245,
2265,29021,Aft Jln Buroh,Penjuru Rd,103.7345,1.312675,44221,Blk 25,Teck Whye Lane,103.7551,1.378208,2265,
2270,81161,Bef S'pore Badminton Assn,Guillemard Rd,103.8832,1.310546,44421,Paya Lebar Stn,Paya Lebar Rd,103.8921,1.318602,2270,
2278,44291,Opp Choa Chu Kang Polyclinic,Teck Whye Ave,103.7514,1.38152,81111,Sin Lian Heng Const,Tuas Sth Ave 3,103.6287,1.314709,2278,
2281,42061,King Albert Pk,Bt Timah Rd,103.7804,1.336871,26261,Phoenix Stn,Choa Chu Kang Rd,103.7577,1.378356,2281,
2296,75319,Opp Tampines Dormitory,Tampines Ave 10,103.9311,1.367208,44141,Blk 721,Tampines Ave 9,103.936,1.360248,2296,
2303,70211,Blk 90,Pipit Rd,103.887,1.323622,75271,Opp CISCO Ctr,Paya Lebar Rd,103.8912,1.320914,2303,
2307,7249,Opp Umar P Tamil Lang Ctr,Lavender St,103.8595,1.315385,81109,Opp Pek Chuan Bldg,Lavender St,103.8619,1.311676,2307,
2308,77169,Meridian JC,Pasir Ris Dr 10,103.9363,1.376943,7361,Opp Downtown East,Pasir Ris Dr 3,103.954,1.375066,2308,
2316,44299,Choa Chu Kang Polyclinic,Teck Whye Ave,103.7513,1.381773,78101,MOM Svcs Ctr,Jln Kolam Ayer,103.8695,1.326856,2316,
2339,72021,Blk 646,Bedok Reservoir Rd,103.9063,1.330965,60079,Temasek Poly,Tampines Ave 1,103.9326,1.346753,2339,
2339,72021,Blk 646,Bedok Reservoir Rd,103.9063,1.330965,75239,Temasek Poly,Tampines Ave 1,103.9326,1.346753,2339,
2373,40019,Little India Stn,Bt Timah Rd,103.8492,1.306644,75239,Serangoon Stn,S'goon Ctrl,103.8733,1.350818,2373,
2378,10079,Blk 201,Jln Bt Merah,103.8271,1.280395,66359,New Bridge Ctr,New Bridge Rd,103.8425,1.282938,2378,
2378,10079,Blk 201,Jln Bt Merah,103.8271,1.280395,5039,Blk 48,Lower Delta Rd,103.8257,1.288758,2378,
2379,76211,Blk 449,Tampines Ave 7,103.951,1.356747,10389,Aft Tg Katong Cplx,Sims Ave,103.8948,1.317406,2379,
2380,84481,Opp Kaki Bt Ctr,Bedok Reservoir Rd,103.9153,1.337532,82011,Opp HDB CP,Ubi Ave 3,103.895,1.332276,2380,
2380,84481,Opp Kaki Bt Ctr,Bedok Reservoir Rd,103.9153,1.337532,70081,Opp HDB CP,Ubi Ave 3,103.895,1.332276,2380,
2382,78059,Blk 210,Pasir Ris Dr 1,103.9611,1.366776,70081,Opp Blk 223D,Compassvale Rd,103.8969,1.388949,2382,
2382,78059,Blk 210,Pasir Ris Dr 1,103.9611,1.366776,67199,Blk 197,Pasir Ris Dr 1,103.9612,1.366253,2382,
2400,84211,Blk 403,Bedok Nth Ave 3,103.9344,1.330047,78051,Blk 637,Eunos Link,103.9037,1.33074,2400,
2400,84231,Blk 85,Bedok Nth Rd,103.9386,1.331739,71091,Blk 109,Bedok Nth Ave 3,103.9343,1.332133,2400,
2403,42111,Aft Ct Bt Timah,Upp Bt Timah Rd,103.7726,1.345848,84529,Opp Bt Timah Shop Ctr,Upp Bt Timah Rd,103.7754,1.343007,2403,
2403,43301,Opp Hillbrooks,Jln Batu Nilam,103.7621,1.359003,42091,Aft Ct Bt Timah,Upp Bt Timah Rd,103.7726,1.345848,2403,
2405,81181,Blk 99,Old Airport Rd,103.8885,1.308455,42111,Bef Tampines Reg Lib,Tampines Ave 7,103.9454,1.3566,2405,
