target,source,flow,distance,TargetBusstopName,SourceBusstopName
47549,44241,1,Long,Woodlands Ave 6,Bt Panjang Rd
47611,59111,1,Long,Woodlands Ave 7,Yishun Ave 5
48111,54009,1,Long,Mandai Lake Rd,Ang Mo Kio Ave 8
48131,21371,1,Long,Mandai Lake Rd,Jln Boon Lay
50021,50211,1,Short,Thomson Rd,Balestier Rd
50031,84701,1,Long,Thomson Rd,Kaki Bt Ave 1
50038,70131,1,Long,Thomson Rd,MacPherson Rd
50038,60191,1,Long,Thomson Rd,Boon Keng Rd
50051,62059,1,Long,Thomson Rd,Upp Paya Lebar Rd
50059,10169,1,Long,Thomson Rd,Tiong Bahru Rd
50061,84639,1,Long,Newton Rd,Bedok Reservoir Rd
50069,10149,1,Long,Newton Rd,Tiong Bahru Rd
50089,50038,1,Long,Owen Rd,Thomson Rd
50121,64019,1,Long,Moulmein Rd,Upp S'goon Rd
50159,10289,1,Long,Kim Keat Rd,Alexandra Rd
50161,21559,1,Long,Balestier Rd,Yung Ho Rd
50169,40231,2,Short,Balestier Rd,Whitley Rd
50169,53039,1,Long,Balestier Rd,Upp Thomson Rd
51011,72079,1,Long,Thomson Rd,Bedok Reservoir Rd
51019,52071,1,Short,Thomson Rd,Jln Toa Payoh
51019,54261,1,Long,Thomson Rd,Ang Mo Kio Ave 3
51019,52109,1,Long,Thomson Rd,Jln Bahagia
51049,53069,1,Long,Thomson Rd,Upp Thomson Rd
51071,54019,1,Long,Thomson Rd,Ang Mo Kio Ave 6
51071,44229,1,Long,Thomson Rd,Pending Rd
51071,53159,1,Long,Thomson Rd,Marymount Rd
51071,53059,1,Long,Thomson Rd,Upp Thomson Rd
51071,52271,1,Long,Thomson Rd,Lor 4 Toa Payoh
51079,42159,1,Long,Thomson Rd,Jln Jurong Kechil
51079,43009,1,Long,Thomson Rd,Bt Batok Ctrl
51091,83291,1,Long,PIE,Still Rd
51099,52279,1,Long,Whitley Rd,Lor 4 Toa Payoh
52009,52139,1,Short,Lor 6 Toa Payoh,Lor 1 Toa Payoh
52009,52419,1,Long,Lor 6 Toa Payoh,Jln Rajah
52021,52039,2,Long,Braddell Rd,Braddell Rd
52061,63039,1,Long,Braddell Rd,Upp S'goon Rd
52071,12101,1,Long,Jln Toa Payoh,Clementi Rd
52071,50031,1,Long,Jln Toa Payoh,Thomson Rd
52071,4151,1,Long,Jln Toa Payoh,Victoria St
52079,46189,1,Long,Jln Toa Payoh,Marsiling Rd
52081,52329,1,Short,Jln Toa Payoh,Lor 6 Toa Payoh
52089,28081,1,Long,Jln Toa Payoh,Boon Lay Way
52099,44251,1,Long,Kim Keat Rd,Bt Panjang Rd
52099,3223,1,Long,Kim Keat Rd,Anson Rd
52131,55509,1,Long,Lor 1 Toa Payoh,Ang Mo Kio Ave 8
52149,72081,1,Long,Lor 1 Toa Payoh,Jln Damai
52179,66079,1,Short,Lor 1 Toa Payoh,Braddell Rd
52179,99009,1,Long,Lor 1 Toa Payoh,Changi Village Rd
52231,55039,1,Long,Toa Payoh Ctrl,Yio Chu Kang Rd
52239,28291,1,Long,Toa Payoh Ctrl,Jurong Town Hall Rd
52271,65809,1,Long,Lor 4 Toa Payoh,Anchorvale Rd
52291,52281,1,Short,Lor 5 Toa Payoh,Lor 5 Toa Payoh
52339,80069,1,Long,Lor 6 Toa Payoh,Geylang Rd
52361,52159,1,Short,Lor 6 Toa Payoh,Lor 1 Toa Payoh
52361,10111,1,Long,Lor 6 Toa Payoh,Jln Bt Merah
52369,64369,1,Long,Lor 6 Toa Payoh,Hougang Ave 8
52389,53281,1,Long,Lor 8 Toa Payoh,Bishan St 13
52439,46181,1,Long,Lor 7 Toa Payoh,Marsiling Rd
52509,80101,1,Long,Lor 6 Toa Payoh,Lor 1 Geylang
52559,52161,1,Short,Toa Payoh Rise,Lor 1 Toa Payoh
53009,53281,2,Short,Bishan St 13,Bishan St 13
53009,53341,1,Short,Bishan St 13,Sin Ming Ave
53009,52329,1,Long,Bishan St 13,Lor 6 Toa Payoh
53009,76099,1,Long,Bishan St 13,Tampines Ave 2
53009,93039,1,Long,Bishan St 13,Marine Parade Rd
53041,1511,1,Long,Upp Thomson Rd,Beach Rd
53041,54429,1,Long,Upp Thomson Rd,Ang Mo Kio St 54
53051,42109,1,Long,Upp Thomson Rd,Jln Anak Bt
53059,93019,1,Long,Upp Thomson Rd,Marine Parade Rd
53061,53069,1,Short,Upp Thomson Rd,Upp Thomson Rd
53121,53041,1,Short,Marymount Rd,Upp Thomson Rd
53121,53159,1,Short,Marymount Rd,Marymount Rd
53121,70291,1,Long,Marymount Rd,Upp Paya Lebar Rd
53121,54221,1,Long,Marymount Rd,Ang Mo Kio Ave 3
53121,20109,1,Long,Marymount Rd,C'wealth Ave West
53121,22469,1,Long,Marymount Rd,Pioneer Rd Nth
53211,52059,2,Long,Bishan Rd,Braddell Rd
53231,52269,1,Long,Bishan Rd,Lor 4 Toa Payoh
53249,54339,1,Long,Bishan Rd,Ang Mo Kio Ave 8
53249,54081,1,Long,Bishan Rd,Ang Mo Kio Ave 1
53351,17079,1,Long,Sin Ming Ave,West Coast Rd
53359,64019,1,Long,Sin Ming Ave,Upp S'goon Rd
53361,53041,1,Short,Sin Ming Ave,Upp Thomson Rd
53381,53071,1,Short,Bishan St 22,Upp Thomson Rd
53391,54589,1,Long,Bishan St 22,Ang Mo Kio Ave 10
54009,54321,1,Short,Ang Mo Kio Ave 8,Ang Mo Kio Ave 8
54009,55301,1,Short,Ang Mo Kio Ave 8,Ang Mo Kio Ave 9
54009,54371,1,Short,Ang Mo Kio Ave 8,Ang Mo Kio Ave 10
54009,54019,2,Short,Ang Mo Kio Ave 8,Ang Mo Kio Ave 6
54009,64009,1,Long,Ang Mo Kio Ave 8,Hougang Ctrl
54031,52039,1,Long,Ang Mo Kio Ave 6,Braddell Rd
54039,54479,1,Short,Ang Mo Kio Ave 6,Ang Mo Kio Ave 5
54081,54248,1,Short,Ang Mo Kio Ave 1,Ang Mo Kio Ave 3
54241,77191,1,Long,Ang Mo Kio Ave 3,Pasir Ris Dr 3
54248,54081,2,Short,Ang Mo Kio Ave 3,Ang Mo Kio Ave 1
54261,64009,1,Long,Ang Mo Kio Ave 3,Hougang Ctrl
54269,54189,1,Short,Ang Mo Kio Ave 3,Ang Mo Kio Ave 4
54351,67489,1,Long,Ang Mo Kio Ave 5,Sengkang West Ave
54351,84701,1,Long,Ang Mo Kio Ave 5,Kaki Bt Ave 1
54399,63361,1,Long,Ang Mo Kio Ave 8,Yio Chu Kang Link
54479,75009,1,Long,Ang Mo Kio Ave 5,Tampines Ctrl 1
54481,64209,1,Long,Ang Mo Kio Ave 5,Tampines Rd
54651,65059,1,Long,Ang Mo Kio Ave 5,Punggol Rd
55031,83059,2,Long,Yio Chu Kang Rd,Changi Rd
55039,63241,1,Long,Yio Chu Kang Rd,Hougang Ave 3
55041,55049,1,Short,Yio Chu Kang Rd,Yio Chu Kang Rd
55041,60141,1,Long,Yio Chu Kang Rd,S'goon Rd
55041,63109,1,Long,Yio Chu Kang Rd,Hougang Ave 3
55049,53061,1,Long,Yio Chu Kang Rd,Upp Thomson Rd
55179,55509,1,Short,Ang Mo Kio Ave 6,Ang Mo Kio Ave 8
55189,62221,1,Long,Ang Mo Kio Ave 6,Lor Ah Soo
55259,56209,1,Short,Lentor Ave,Yio Chu Kang Rd
55301,65309,1,Long,Ang Mo Kio Ave 9,Punggol Dr
55311,62221,1,Long,Ang Mo Kio Ave 9,Lor Ah Soo
55509,55139,1,Short,Ang Mo Kio Ave 8,Ang Mo Kio Ave 4
55509,76311,1,Long,Ang Mo Kio Ave 8,Tampines Ave 9
55509,71179,1,Long,Ang Mo Kio Ave 8,Airport Rd
55509,46721,1,Long,Ang Mo Kio Ave 8,Woodlands Ave 8
56099,53351,1,Long,Upp Thomson Rd,Sin Ming Ave
57011,57129,1,Short,Upp Thomson Rd,Sembawang Rd
57021,65261,1,Long,Sembawang Rd,Punggol Ctrl
57079,66109,1,Long,Sembawang Rd,Ang Mo Kio Ave 3
57081,53019,1,Long,Sembawang Rd,Upp Thomson Rd
58009,52081,1,Long,Sembawang Vista,Jln Toa Payoh
58211,58501,1,Short,Sembawang Way,Montreal Link
58219,58099,1,Short,Sembawang Way,Sembawang Rd
58259,50171,1,Long,Sembawang Dr,Balestier Rd
58299,43009,1,Long,Sembawang Dr,Bt Batok Ctrl
59009,59309,1,Short,Yishun Ctrl,Yishun Ring Rd
59009,59391,1,Short,Yishun Ctrl,Yishun Ring Rd
59049,4168,1,Long,Yishun Ave 2,Nth Bridge Rd
59059,55181,1,Long,Yishun Ave 2,Ang Mo Kio Ave 6
59069,59429,1,Short,Yishun Ave 2,Yishun Ring Rd
59069,59059,1,Short,Yishun Ave 2,Yishun Ave 2
59069,77041,1,Long,Yishun Ave 2,Pasir Ris Dr 1
59069,77339,1,Long,Yishun Ave 2,Pasir Ris Dr 12
59073,67329,1,Long,Yishun Ave 2,Sengkang East Ave
59079,59521,1,Short,Yishun Ave 2,Yishun Ave 2
59091,57129,1,Short,Yishun Ave 2,Sembawang Rd
59111,46799,1,Long,Yishun Ave 5,Woodlands Ave 6
59141,44201,1,Long,Yishun Ave 5,Petir Rd
59141,58321,1,Long,Yishun Ave 5,Admiralty Dr
59281,59081,1,Short,Yishun Ave 4,Yishun Ring Rd
59331,55509,1,Long,Yishun Ave 3,Ang Mo Kio Ave 8
59569,59409,1,Short,Yishun Ring Rd,Yishun Ring Rd
59611,59149,2,Short,Yishun Ctrl 2,Yishun Ave 5
59611,46741,1,Long,Yishun Ctrl 2,Gambas Ave
60059,92059,1,Long,Boon Keng Rd,Marine Parade Rd
60079,44299,1,Long,Jln Kolam Ayer,Teck Whye Ave
60079,44229,1,Long,Jln Kolam Ayer,Pending Rd
60081,71161,1,Long,Jln Toa Payoh,Ubi Ave 2
60089,12101,1,Long,Jln Toa Payoh,Clementi Rd
60119,60101,1,Short,Bendemeer Rd,S'goon Rd
60119,81179,1,Long,Bendemeer Rd,Old Airport Rd
60119,77131,1,Long,Bendemeer Rd,Pasir Ris St 52
60121,60179,1,Short,S'goon Rd,Bendemeer Rd
60121,63389,1,Long,S'goon Rd,Hougang Ave 8
60121,73019,1,Long,S'goon Rd,Airport Rd
60139,60161,1,Short,Bendemeer Rd,S'goon Rd
60159,60221,1,Short,Bendemeer Rd,Geylang Bahru
60161,3151,1,Long,S'goon Rd,Cecil St
60191,43491,1,Long,Boon Keng Rd,Bt Batok West Ave 4
60199,80101,1,Short,Boon Keng Rd,Lor 1 Geylang
60219,52429,1,Long,MacPherson Rd,Lor 7 Toa Payoh
60221,60051,1,Short,Geylang Bahru,Boon Keng Rd
60229,60161,1,Short,Geylang Bahru,S'goon Rd
60229,60121,2,Short,Geylang Bahru,S'goon Rd
61031,65019,1,Long,Upp S'goon Rd,Punggol Rd
62059,63019,2,Short,Upp Paya Lebar Rd,Upp S'goon Rd
62139,66061,1,Short,Upp S'goon Rd,Braddell Rd
62139,54579,2,Long,Upp S'goon Rd,Ang Mo Kio Ave 10
63031,63341,2,Short,Upp S'goon Rd,Hougang Ave 2
63039,63291,1,Short,Upp S'goon Rd,Lor Ah Soo
63039,64351,1,Short,Upp S'goon Rd,Hougang Ave 8
63039,62229,1,Short,Upp S'goon Rd,Lor Ah Soo
63061,66331,1,Long,Upp S'goon Rd,Ang Mo Kio Ave 3
63109,63291,1,Short,Hougang Ave 3,Lor Ah Soo
63109,64249,1,Short,Hougang Ave 3,Hougang Ave 5
63211,63219,1,Long,Yio Chu Kang Rd,Yio Chu Kang Rd
63211,64129,1,Long,Yio Chu Kang Rd,Yio Chu Kang Rd
63211,70279,1,Long,Yio Chu Kang Rd,Paya Lebar Rd
63221,52189,1,Long,Hougang St 21,Lor 2 Toa Payoh
63229,64379,1,Short,Hougang St 21,Hougang Ave 6
63241,54391,1,Long,Hougang Ave 3,Ang Mo Kio Ave 8
63291,63101,1,Short,Lor Ah Soo,Hougang Ave 3
63349,63059,1,Short,Hougang Ave 2,Upp S'goon Rd
63349,66051,1,Long,Hougang Ave 2,Boundary Rd
63399,63391,1,Short,Hougang Ave 8,Hougang Ave 8
64009,64059,1,Short,Hougang Ctrl,Upp S'goon Rd
64009,64409,1,Short,Hougang Ctrl,Upp S'goon Rd
64009,41021,1,Long,Hougang Ctrl,Bt Timah Rd
64009,7011,1,Long,Hougang Ctrl,Selegie Rd
64061,67361,1,Long,Upp S'goon Rd,Anchorvale Dr
64111,67411,1,Long,Yio Chu Kang Rd,Sengkang East Rd
64119,64509,1,Short,Yio Chu Kang Rd,Hougang St 92
64119,64111,1,Long,Yio Chu Kang Rd,Yio Chu Kang Rd
64129,66541,1,Short,Yio Chu Kang Rd,Buangkok Link
64129,84029,1,Long,Yio Chu Kang Rd,New Upp Changi Rd
64159,64549,1,Long,Tampines Rd,Hougang Ctrl
64199,67661,1,Long,Tampines Rd,Rivervale Cres
64201,50189,1,Long,Tampines Rd,Balestier Rd
64209,64129,1,Short,Tampines Rd,Yio Chu Kang Rd
64239,63249,1,Short,Hougang Ave 7,Hougang Ave 3
64329,44639,1,Long,Hougang Ave 7,Jelebu Rd
64331,64391,1,Short,Hougang Ave 4,Hougang Ave 10
64379,14271,1,Long,Hougang Ave 6,Telok Blangah Way
64381,98109,1,Long,Hougang Ave 10,Pasir Ris Dr 3
64389,67629,1,Short,Hougang Ave 10,Buangkok Dr
64389,78131,1,Long,Hougang Ave 10,Pasir Ris Dr 3
64461,59049,1,Long,Buangkok Green,Yishun Ave 2
64471,66541,1,Short,Hougang Ave 9,Buangkok Link
64489,64491,1,Short,Hougang Ave 9,Hougang Ave 9
64489,64101,1,Long,Hougang Ave 9,Yio Chu Kang Rd
64491,66499,1,Short,Hougang Ave 9,Buangkok Green
64541,64359,1,Short,Hougang Ctrl,Hougang Ave 8
64541,11119,1,Long,Hougang Ctrl,Farrer Rd
64551,64471,1,Short,Hougang Ctrl,Hougang Ave 9
64629,20189,1,Long,Buangkok Green,Pandan Gdns
64629,76241,1,Long,Buangkok Green,Tampines Ave 7
64629,64111,1,Long,Buangkok Green,Yio Chu Kang Rd
65009,65229,1,Short,Punggol Pl,Punggol Ctrl
65009,77321,1,Long,Punggol Pl,Pasir Ris Dr 8
65009,50041,1,Long,Punggol Pl,Thomson Rd
65049,64079,1,Long,Punggol Rd,Hougang Ave 8
65069,65271,1,Long,Punggol Rd,Punggol Ctrl
65069,14129,1,Long,Punggol Rd,Telok Blangah Rd
65159,67131,1,Long,Punggol Field,Rivervale Dr
65239,78101,1,Long,Punggol East,Pasir Ris Dr 3
65261,95069,1,Long,Punggol Ctrl,Airline Rd
66021,66409,1,Short,Lor Chuan,S'goon Ave 3
66029,44641,1,Long,Lor Chuan,Bt Panjang Ring Rd
66051,63361,1,Short,Boundary Rd,Yio Chu Kang Link
66051,54381,1,Long,Boundary Rd,Ang Mo Kio Ave 10
66101,70261,1,Long,Ang Mo Kio Ave 3,Paya Lebar Rd
66271,67141,1,Long,S'goon Gdn Way,Rivervale Dr
66321,66149,1,Short,S'goon Nth Ave 1,S'goon Gdn Way
66351,62139,1,Short,S'goon Ctrl,Upp S'goon Rd
66351,63369,1,Short,S'goon Ctrl,Yio Chu Kang Link
66351,77281,1,Long,S'goon Ctrl,Pasir Ris Dr 1
66351,63209,1,Long,S'goon Ctrl,Yio Chu Kang Rd
66351,67119,1,Long,S'goon Ctrl,Sengkang East Way
66351,63281,1,Long,S'goon Ctrl,Hougang Ave 1
66359,40019,1,Long,S'goon Ctrl,Bt Timah Rd
66359,76231,1,Long,S'goon Ctrl,Tampines Ave 7
66369,7111,1,Long,S'goon Ave 2,S'goon Rd
66379,62131,1,Short,S'goon Ctrl,Upp S'goon Rd
66381,54071,1,Long,S'goon Ave 2,Ang Mo Kio Ave 1
66389,66369,1,Short,S'goon Ave 2,S'goon Ave 2
66389,40019,1,Long,S'goon Ave 2,Bt Timah Rd
66451,64101,1,Short,Ang Mo Kio Ave 5,Yio Chu Kang Rd
66461,65099,1,Long,Ang Mo Kio Ave 5,Punggol Rd
66481,65019,1,Long,Buangkok Green,Punggol Rd
66511,66529,1,Short,S'goon Nth Ave 6,S'goon Nth Ave 5
66529,66319,2,Short,S'goon Nth Ave 5,S'goon Nth Ave 1
66539,63191,1,Short,S'goon Nth Ave 5,Yio Chu Kang Rd
67009,67289,1,Short,Sengkang Sq,Fernvale Lane
67009,64071,1,Long,Sengkang Sq,Hougang Ave 8
67009,92049,1,Long,Sengkang Sq,Marine Parade Rd
67009,66021,1,Long,Sengkang Sq,Lor Chuan
67009,59069,1,Long,Sengkang Sq,Yishun Ave 2
67009,77009,1,Long,Sengkang Sq,Pasir Ris Dr 3
67049,67049,1,Short,Yio Chu Kang Rd,Yio Chu Kang Rd
67049,67489,1,Long,Yio Chu Kang Rd,Sengkang West Ave
67089,55179,1,Long,Sengkang West Rd,Ang Mo Kio Ave 6
67101,65031,1,Short,Sengkang East Way,Punggol Rd
67161,65019,1,Short,Sengkang East Ave,Punggol Rd
67199,78059,1,Long,Compassvale Rd,Pasir Ris Dr 1
67209,75351,1,Long,Compassvale Rd,Tampines Ave 10
67211,65021,1,Short,Sengkang East Ave,Punggol Rd
67269,65809,1,Short,Sengkang East Ave,Anchorvale Rd
67309,67489,1,Short,Sengkang East Ave,Sengkang West Ave
67361,67181,1,Short,Anchorvale Dr,Compassvale Rd
67381,67539,1,Short,Sengkang East Way,Sengkang East Way
67391,67399,1,Short,Sengkang East Way,Sengkang East Way
67399,67199,1,Short,Sengkang East Way,Compassvale Rd
67401,65239,1,Long,Sengkang East Way,Punggol East
67409,66309,1,Long,Sengkang East Way,S'goon Nth Ave 1
67441,67279,1,Short,Sengkang East Rd,Sengkang East Rd
67441,64471,1,Long,Sengkang East Rd,Hougang Ave 9
67499,71089,1,Long,Sengkang West Ave,Eunos Link
67609,67209,1,Short,Sengkang Ctrl,Compassvale Rd
67609,75351,1,Long,Sengkang Ctrl,Tampines Ave 10
68019,67051,1,Short,Sengkang West Ave,Yio Chu Kang Rd
68031,59579,1,Long,Jln Kayu,Yishun Ring Rd
68111,55301,1,Long,Jln Kayu,Ang Mo Kio Ave 9
70011,63281,1,Long,Aljunied Rd,Hougang Ave 1
70019,10149,1,Long,Aljunied Rd,Tiong Bahru Rd
70031,40231,1,Long,Aljunied Rd,Whitley Rd
70039,27169,1,Long,Aljunied Rd,Nanyang Ave
70039,84359,1,Long,Aljunied Rd,Bedok Nth St 1
70081,77331,1,Long,Ubi Ave 3,Pasir Ris Dr 12
70081,84481,2,Long,Ubi Ave 3,Bedok Reservoir Rd
70109,60101,1,Long,MacPherson Rd,S'goon Rd
70139,70041,1,Long,MacPherson Rd,Upp Aljunied Rd
70151,82049,1,Short,Merpati Rd,Changi Rd
70221,61051,1,Long,Circuit Rd,Upp Aljunied Rd
70241,54009,1,Long,Mattar Rd,Ang Mo Kio Ave 8
70259,84241,1,Long,Paya Lebar Rd,Bedok Nth Rd
70261,54301,1,Long,Paya Lebar Rd,Ang Mo Kio Ave 3
70271,65021,1,Long,Paya Lebar Rd,Punggol Rd
70279,84219,1,Long,Paya Lebar Rd,Bedok Nth Ave 3
70279,84211,1,Long,Paya Lebar Rd,Bedok Nth Ave 3
70281,62141,2,Long,Upp Paya Lebar Rd,Upp S'goon Rd
70291,64391,1,Long,Upp Paya Lebar Rd,Hougang Ave 10
70299,84701,1,Long,Upp Paya Lebar Rd,Kaki Bt Ave 1
70299,77191,1,Long,Upp Paya Lebar Rd,Pasir Ris Dr 3
70301,64071,1,Long,Upp Paya Lebar Rd,Hougang Ave 8
70301,54319,1,Long,Upp Paya Lebar Rd,Ang Mo Kio Ave 8
70309,63209,2,Short,Upp Paya Lebar Rd,Yio Chu Kang Rd
70319,71131,1,Short,Kallang Way,Ubi Ave 2
71031,64439,1,Short,Airport Rd,Hougang St 51
71059,59069,1,Long,Hougang Ave 3,Yishun Ave 2
71061,71011,1,Short,Hougang Ave 3,Airport Rd
71061,84369,1,Long,Hougang Ave 3,Bedok Nth Rd
71071,84349,1,Short,Eunos Link,Bedok Nth Rd
71071,84369,1,Short,Eunos Link,Bedok Nth Rd
71079,67191,1,Long,Eunos Link,Compassvale Rd
71081,72041,1,Short,Eunos Link,Jln Tenaga
71089,62079,1,Long,Eunos Link,Bartley Rd
71089,75349,1,Long,Eunos Link,Bedok Reservoir Rd
71091,84071,1,Short,Eunos Link,Bedok Sth Rd
71091,84481,1,Short,Eunos Link,Bedok Reservoir Rd
71091,84211,1,Short,Eunos Link,Bedok Nth Ave 3
71119,71161,1,Short,Ubi Ave 1,Ubi Ave 2
71161,75229,1,Long,Ubi Ave 2,Tampines Ave 1
71161,75241,1,Long,Ubi Ave 2,Tampines Ave 1
71179,50211,1,Long,Airport Rd,Balestier Rd
72019,43619,2,Long,Jln Eunos,Bt Batok East Ave 3
72041,52329,1,Long,Jln Tenaga,Lor 6 Toa Payoh
72049,84049,1,Short,Jln Tenaga,New Upp Changi Rd
72051,53221,1,Long,Kaki Bt Ave 1,Bishan St 11
72059,83101,1,Long,Kaki Bt Ave 1,Jln Eunos
72069,14151,1,Long,Bedok Reservoir Rd,Telok Blangah Rd
72081,72019,1,Short,Jln Damai,Jln Eunos
74049,64419,1,Long,Tampines Link,Hougang Ave 4
75009,76099,3,Short,Tampines Ctrl 1,Tampines Ave 2
75009,75081,1,Short,Tampines Ctrl 1,Tampines Ave 3
75009,45439,1,Long,Tampines Ctrl 1,Choa Chu Kang Cres
75009,84041,1,Long,Tampines Ctrl 1,New Upp Changi Rd
75009,64549,1,Long,Tampines Ctrl 1,Hougang Ctrl
75031,75249,1,Short,Tampines Ave 8,Tampines Ave 1
75051,76109,1,Short,Tampines Ave 1,Tampines Ave 2
75051,76469,1,Short,Tampines Ave 1,Tampines St 34
75051,76211,1,Short,Tampines Ave 1,Tampines Ave 7
75051,19089,1,Long,Tampines Ave 1,Dover Rd
75051,67251,1,Long,Tampines Ave 1,Compassvale St
75051,46331,1,Long,Tampines Ave 1,Woodlands Ave 2
75059,70269,1,Long,Tampines Ave 1,Paya Lebar Rd
75099,64549,1,Long,Tampines St 81,Hougang Ctrl
75121,13091,1,Long,Tampines Ave 5,River Valley Rd
75169,76059,1,Short,Tampines St 83,Tampines Ave 5
75221,78059,2,Long,Tampines Ave 1,Pasir Ris Dr 1
75221,27309,1,Long,Tampines Ave 1,Pioneer Rd Nth
75231,84521,3,Long,Tampines Ave 1,Bedok Nth Ave 3
75231,27309,1,Long,Tampines Ave 1,Pioneer Rd Nth
75239,75109,1,Short,Tampines Ave 1,Tampines Ave 3
75239,70181,1,Long,Tampines Ave 1,Circuit Rd
75239,72021,2,Long,Tampines Ave 1,Bedok Reservoir Rd
75239,72011,1,Long,Tampines Ave 1,Jln Eunos
75241,75341,1,Long,Tampines Ave 1,Bedok Reservoir Rd
75249,75141,1,Short,Tampines Ave 1,Tampines Ave 5
75271,75319,1,Short,Tampines Ave 9,Tampines Ave 10
75291,77339,1,Long,Tampines Ave 10,Pasir Ris Dr 12
75359,60141,1,Long,Tampines Ave 10,S'goon Rd
75371,65009,1,Long,Tampines Ave 10,Punggol Pl
76059,75261,1,Short,Tampines Ave 5,Tampines Ave 6
76059,97011,1,Long,Tampines Ave 5,Upp Changi Rd Nth
76059,84499,1,Long,Tampines Ave 5,Bedok Reservoir Rd
76061,75141,1,Short,Tampines Ave 5,Tampines Ave 5
76061,96319,1,Short,Tampines Ave 5,Changi Sth Ave 1
76069,84491,1,Long,Tampines Ave 5,Bedok Reservoir Rd
76091,77041,1,Long,Tampines Ave 2,Pasir Ris Dr 1
76101,76351,1,Short,Tampines Ave 2,Tampines Ave 9
76101,76091,1,Short,Tampines Ave 2,Tampines Ave 2
76101,71161,1,Long,Tampines Ave 2,Ubi Ave 2
76109,76459,1,Short,Tampines Ave 2,Tampines St 33
76109,75239,1,Short,Tampines Ave 2,Tampines Ave 1
76109,65079,1,Long,Tampines Ave 2,Punggol Rd
76139,72011,1,Long,Tampines Ave 4,Jln Eunos
76141,78059,1,Long,Tampines Ave 4,Pasir Ris Dr 1
76141,81181,1,Long,Tampines Ave 4,Old Airport Rd
76149,75259,1,Short,Tampines Ave 4,Tampines Ave 1
76199,81181,1,Long,Tampines Ave 7,Old Airport Rd
76209,75009,1,Short,Tampines Ave 7,Tampines Ctrl 1
76239,5022,1,Long,Tampines Ave 7,Eu Tong Sen St
76249,84021,1,Long,Tampines Ave 7,New Upp Changi Rd
76289,75239,1,Short,Tampines Ave 4,Tampines Ave 1
76341,75009,1,Short,Tampines Ave 9,Tampines Ctrl 1
76389,76239,1,Short,Tampines St 43,Tampines Ave 7
76401,46649,1,Long,Tampines St 21,Woodlands Ave 5
76409,13121,1,Long,Tampines St 21,Zion Rd
76411,76239,2,Short,Tampines St 32,Tampines Ave 7
77009,78229,1,Short,Pasir Ris Dr 3,Pasir Ris Dr 4
77009,78111,1,Short,Pasir Ris Dr 3,Pasir Ris Dr 3
77009,97129,1,Short,Pasir Ris Dr 3,New Loyang Link
77009,77071,1,Short,Pasir Ris Dr 3,Elias Rd
77009,70181,1,Long,Pasir Ris Dr 3,Circuit Rd
77009,76059,1,Long,Pasir Ris Dr 3,Tampines Ave 5
77009,16169,1,Long,Pasir Ris Dr 3,Kent Ridge Cres
77009,40019,1,Long,Pasir Ris Dr 3,Bt Timah Rd
77021,77169,1,Short,Pasir Ris Dr 1,Pasir Ris Dr 10
77031,67279,1,Long,Pasir Ris Dr 1,Sengkang East Rd
77031,63031,1,Long,Pasir Ris Dr 1,Upp S'goon Rd
77039,77051,2,Short,Pasir Ris Dr 1,Pasir Ris Dr 1
77039,98091,1,Short,Pasir Ris Dr 1,Pasir Ris Dr 1
77039,63149,1,Long,Pasir Ris Dr 1,Boundary Rd
77281,67281,1,Long,Pasir Ris Dr 1,Fernvale Lane
77319,75241,1,Long,Pasir Ris St 71,Tampines Ave 1
77321,77319,1,Short,Pasir Ris Dr 8,Pasir Ris St 71
77321,13019,1,Long,Pasir Ris Dr 8,Napier Rd
77321,4167,1,Long,Pasir Ris Dr 8,Nth Bridge Rd
77339,77009,1,Short,Pasir Ris Dr 12,Pasir Ris Dr 3
78051,78071,1,Short,Pasir Ris Dr 1,Pasir Ris Dr 6
78051,78059,1,Short,Pasir Ris Dr 1,Pasir Ris Dr 1
78051,66351,1,Long,Pasir Ris Dr 1,S'goon Ctrl
78051,14249,1,Long,Pasir Ris Dr 1,Henderson Rd
78051,63279,2,Long,Pasir Ris Dr 1,Hougang Ave 1
78079,78241,1,Short,Pasir Ris Dr 6,Pasir Ris St 41
78101,77169,1,Short,Pasir Ris Dr 3,Pasir Ris Dr 10
78101,78111,1,Short,Pasir Ris Dr 3,Pasir Ris Dr 3
78109,78059,1,Short,Pasir Ris Dr 3,Pasir Ris Dr 1
78181,78059,1,Short,Pasir Ris St 11,Pasir Ris Dr 1
78209,76091,1,Long,Pasir Ris St 21,Tampines Ave 2
80071,95159,1,Long,Sims Ave,Airport Blvd
80091,70201,1,Short,Sims Ave,Circuit Rd
80101,60119,1,Short,Lor 1 Geylang,Bendemeer Rd
80101,83299,1,Long,Lor 1 Geylang,Still Rd
80141,81219,1,Long,Mountbatten Rd,Geylang East Ctrl
80151,66009,1,Long,Nicoll Highway,S'goon Ave 2
80219,81189,1,Long,Nicoll Highway,Old Airport Rd
80279,92059,1,Long,Mountbatten Rd,Marine Parade Rd
81091,70211,1,Short,Aljunied Rd,Pipit Rd
81109,70211,1,Short,Paya Lebar Rd,Pipit Rd
81109,52081,1,Long,Paya Lebar Rd,Jln Toa Payoh
81111,81161,1,Short,Paya Lebar Rd,Guillemard Rd
81111,83159,1,Long,Paya Lebar Rd,Joo Chiat Pl
