userid,start_busStop,start_roadDes,start_y,start_x,end_busStop,end_roadDes,end_y,end_x
7225,New Bridge Rd,Chinatown Pt,1.285315,103.8446,Jln Bt Merah,Opp Pacific Tech Ctr,1.28598,103.8112
7233,Tiong Bahru Rd,Opp Redhill Stn,1.289281,103.8166,New Bridge Rd,Chinatown Pt,1.285315,103.8446
7233,Tiong Bahru Rd,Opp Redhill Stn,1.289281,103.8166,Alexandra Rd,NOL Bldg,1.274525,103.8018
7246,Admiralty St,Nth Link Bldg,1.461187,103.8127,Woodlands Ring Rd,Blk 628A,1.435077,103.8005
7251,Yio Chu Kang Rd,Aft Serangoon Nth Ave 1,1.364263,103.874,S'goon Nth Ave 5,Blk 531,1.375003,103.875
7253,Raffles Ave,Seating Gallery,1.289503,103.859,Nth Bridge Rd,St. Andrew's Cath,1.2925,103.8515
7264,West Coast Highway,Blk 705,1.305051,103.7606,West Coast Highway,Tien Wah Press Bldg,1.304834,103.7604
7277,Corporation Dr,Blk 65,1.332434,103.7233,Boon Lay Way,Opp Lakeside Stn,1.34432,103.7193
7291,Tampines Ave 2,Tampines East CC,1.353033,103.9548,PTB3 Basement,Changi Airport PTB3,1.355998,103.9875
7296,Tampines Ave 2,Tampines East CC,1.353033,103.9548,Simei St 3,Simei Stn,1.342262,103.9535
7300,Yishun Ave 2,Opp Blk 757,1.426573,103.8354,Sengkang Sq,Sengkang Int,1.391781,103.8959
7300,Yishun Ave 2,Opp Blk 757,1.426573,103.8354,Bt Timah Rd,Opp Natl JC,1.328988,103.8027
7310,Jln Bt Merah,Bt Merah Town Ctr,1.283941,103.8178,Alexandra Rd,Anchorpoint,1.288571,103.8054
7315,Nanyang Dr,Sch Of CEE,1.346232,103.6785,Jurong West Ctrl 3,Boon Lay Int,1.339323,103.7055
7315,Corporation Dr,Opp Blk 117,1.334761,103.7224,Nanyang Dr,Sch Of Comm And Info,1.34208,103.6792
7322,Admiralty Rd West,Bef Sembawang Shipyard G 3,1.460528,103.8204,Yung Ho Rd,Blk 151,1.326661,103.721
7370,New Upp Changi Rd,Blk 32,1.323383,103.9251,Bedok Sth Ave 3,Blk 172,1.319928,103.9444
7387,Bedok Sth Rd,Blk 45,1.320993,103.9433,New Upp Changi Rd,Tanah Merah Stn,1.327006,103.9464
7388,Bedok Nth Rd,Bet Blks 705/706,1.336425,103.9183,Bedok Nth Rd,Opp Blks 705/706,1.336439,103.918
7395,Bendemeer Rd,Opp Blk 28,1.318897,103.8642,Lor 1 Geylang,Opp Blk 2C,1.312674,103.8716
7395,Still Rd,Aft Lor G Telok Kurau,1.315744,103.9059,Lor 1 Geylang,Opp Blk 2C,1.312674,103.8716
7435,Bishan St 22,Opp Bishan Nth Shop Mall,1.358045,103.8452,Lavender St,Aft Kallang Rd,1.309508,103.8635
7439,Hougang Ave 3,Blk 1,1.363958,103.8926,Hougang Ave 7,Opp Blk 316,1.364398,103.8968
7443,Balestier Rd,Opp Balestier Pt,1.32307,103.8526,Thomson Rd,United Sq,1.317353,103.8442
7446,Yishun Ave 2,Blk 608,1.420546,103.835,Dunearn Rd,Opp Coronation Plaza,1.324695,103.8103
7454,Petir Rd,Blk 219,1.374022,103.7726,Temasek Blvd,Suntec Convention Ctr,1.293178,103.8578
7473,Paya Lebar Rd,Citipoint Ind Cplx,1.328246,103.8901,Tampines Ave 1,SAFRA Tampines,1.344712,103.9402
7474,Queensway,Aft Queenstown NPC HQ,1.289418,103.8023,Alexandra Rd,NOL Bldg,1.274525,103.8018
7479,Upp S'goon Rd,Blk 355,1.372491,103.8984,Hougang Ctrl,Hougang Ctrl Int,1.370607,103.8927
7496,Henderson Rd,Bef Bt Merah Ctrl,1.281363,103.8183,Woodlands Sq,Woodlands Reg Int,1.436621,103.7859
7496,Orchard Blvd,Opp Orchard Stn,1.302528,103.8324,Henderson Rd,Bef Bt Merah Ctrl,1.281363,103.8183
7511,Sembawang Rd,Opp Sembawang Pk,1.461499,103.8376,Sembawang Way,Opp Sembawang Stn,1.449535,103.8199
7520,Bedok Nth Rd,Blk 45,1.329149,103.9247,Eunos Link,Opp Comfort Driving Ctr,1.336396,103.8979
7524,Telok Blangah Rd,VivoCity,1.265514,103.8221,Henderson Rd,Blk 1,1.279478,103.8173
7530,Tampines Ave 5,Bet Blks 701/702,1.355948,103.9371,PTB3 Basement,Changi Airport PTB3,1.355998,103.9875
7540,Jln Eunos,Blk 322,1.328165,103.9055,Tampines Ave 4,Opp Century Sq,1.351621,103.9439
7540,Jln Tenaga,Blk 658,1.333443,103.9062,Keppel Rd,Customs Port Br HQ,1.272735,103.8414
7542,C'wealth Ave West,Blk 203,1.320852,103.7621,C'wealth Ave West,Clementi Stn,1.314975,103.765
7542,Clementi Ave 6,Blk 304,1.320485,103.7639,C'wealth Ave West,Clementi Stn,1.314975,103.765
7553,Marsiling Rd,Opp Blk 12,1.440159,103.7789,Lor 7 Toa Payoh,Opp Blk 5,1.338251,103.8554
7564,Tampines Ave 2,Tampines East CC,1.353033,103.9548,Airline Rd,3rd Cargo Agents,1.375283,103.9962
7566,Ang Mo Kio Ave 3,Blk 151,1.369979,103.8746,Sembawang Rd,Khatib Camp,1.424439,103.8257
7580,Cecil St,Opp GB Bldg,1.278921,103.8478,S'goon Rd,St. Michael's Pl,1.324773,103.8656
7582,Ang Mo Kio Ave 9,AMK Police Div HQ,1.384252,103.8445,Simei St 3,Opp Simei Stn,1.342118,103.9535
7582,Ang Mo Kio Ave 9,AMK Police Div HQ,1.384252,103.8445,Jln Kayu,Bef Seletar Camp G,1.402222,103.8714
7600,Changi Rd,Joo Chiat Cplx,1.316342,103.8989,River Valley Rd,Opp Mohd Sultan Rd,1.294142,103.8423
7634,Orchard Rd,Tang Plaza,1.304657,103.8327,Tiong Bahru Rd,Blk 1,1.286084,103.8329
7674,Telok Blangah Rd,HarbourFront Stn,1.266079,103.8198,Victoria St,Bras Basah Cplx,1.296983,103.853
7715,Bedok Nth St 1,Opp Bedok Ctrl PO,1.327888,103.9341,Aljunied Rd,Aljunied Pk,1.329303,103.8798
7728,Hougang Ave 10,Opp Blk 521,1.372872,103.8917,Bedok Nth Dr,Bedok Int,1.325005,103.9282
7752,Telok Blangah Rd,HarbourFront Stn,1.266079,103.8198,Punggol Rd,Blk 190C,1.395044,103.9024
7777,Boon Lay Way,Blk 210,1.338399,103.7386,Jurong Gateway Rd,Jurong East Temp Int,1.333408,103.7415
7789,Marine Parade Rd,Parkway Parade,1.303004,103.906,Temasek Blvd,Suntec Convention Ctr,1.293178,103.8578
7823,Upp Thomson Rd,Bef Thomson Ridge,1.353078,103.8344,Penang Rd,Dhoby Ghaut Stn,1.298312,103.8453
7830,Tiong Bahru Rd,Blk 1,1.286084,103.8329,Victoria St,Bugis Stn,1.30111,103.8564
7833,Hougang Ave 8,Blk 434,1.376688,103.8939,Clementi Rd,Opp Ngee Ann Poly,1.331113,103.778
7842,Jurong West Ave 3,Opp St. Joseph's Home,1.349484,103.709,Jurong West Ctrl 3,Boon Lay Int,1.339323,103.7055
7862,Teck Whye Ave,Blk 8,1.381049,103.7542,Choa Chu Kang Ave 4,Opp Choa Chu Kang Stn,1.384254,103.7445
7863,Anson Rd,Intl Plaza,1.275703,103.8463,Kim Keat Rd,Opp NKF,1.326523,103.8549
7866,AYE,Opp Cycle & Carriage,1.323321,103.7477,AYE,Hong Leong Shop Ctr,1.316689,103.7579
7868,Kg Bahru Rd,St. Teresa's Ch,1.273707,103.8286,Scotts Rd,Far East Plaza,1.30732,103.8332
7878,Marine Parade Rd,Blk 57,1.306578,103.9149,Jln Eunos,Opp Eunos Stn,1.321357,103.9054
7880,Ganges Ave,Opp Blk 79,1.290416,103.8279,Pasir Panjang Rd,Opp Redwood West,1.279376,103.7857
7882,Jln Bt Merah,Opp Blk 140,1.278555,103.8301,Jln Bt Merah,Blk 111,1.280453,103.8264
7890,Tampines Ave 2,Blk 285,1.350264,103.9525,Tampines Ctrl 1,Tampines Int,1.354076,103.9434
7890,Tampines Ave 2,Blk 285,1.350264,103.9525,Tampines Ctrl 1,Tampines Int,1.354076,103.9434
7897,Compassvale Rd,Blk 203,1.386908,103.8962,Sengkang Ctrl,Buangkok Stn,1.383933,103.893
7906,S'goon Ctrl,Serangoon Stn,1.350818,103.8733,Bedok Reservoir Rd,Blk 629,1.334568,103.9142
7910,Punggol Rd,The Rivervale,1.381512,103.8975,Upp S'goon Rd,Woodleigh Stn,1.338365,103.8705
7916,Bedok Sth Rd,Blk 45,1.320993,103.9433,New Upp Changi Rd,Tanah Merah Stn,1.327006,103.9464
7957,Lor 1 Geylang,Opp Blk 2C,1.312674,103.8716,Victoria St,Opp Bugis Junction,1.300155,103.8552
7977,Orchard Blvd,Opp Orchard Stn,1.302528,103.8324,Ganges Ave,Ganges Ctr,1.290329,103.8311
7979,Buangkok Green,Blk 911,1.379123,103.8833,Hougang Ave 9,Hougang 1,1.37513,103.8791
8017,Clementi Ave 4,Bet Blks 315/318,1.318288,103.7659,Pandan Ave,Opp Foh Foh Pte Ltd,1.302958,103.7514
8034,New Upp Changi Rd,Blk 55,1.325487,103.9422,Sims Ave,Aft Tg Katong Cplx,1.317406,103.8948
8047,Marine Parade Rd,Bet Blks 72/74,1.304251,103.9077,East Coast Rd,The Holy Family Ch,1.306864,103.9065
8064,Bt Purmei Ave,Blk 109,1.274084,103.8255,Jln Bt Merah,Blk 119,1.282923,103.8217
8090,Pasir Ris Dr 3,Opp Greenview Sec Sch,1.369701,103.9641,Upp Changi Rd Nth,Ballota Pk Condo,1.357851,103.9694
8093,Upp Changi Rd Nth,Bef Jln Bena,1.355352,103.9689,New Upp Changi Rd,Tanah Merah Stn,1.327333,103.9463
8095,Yishun Ring Rd,Jiemin Pr Sch,1.428262,103.8306,Yishun Ctrl,Yishun Int,1.42794,103.8363
8099,Lor 1 Geylang,Opp Blk 2C,1.312674,103.8716,Boon Keng Rd,Blk 22,1.317953,103.8613
8106,Woodlands Ave 5,Blk 515,1.435136,103.7904,Tampines St 21,Blk 230B,1.355013,103.9509
8117,Hougang Ctrl,Hougang Ctrl Int,1.370607,103.8927,Jln Eunos,Blk 17,1.323478,103.9053
8123,Farrer Rd,Opp Tulip Gdn,1.313053,103.8044,Holland Rd,Les Jardins De Holland,1.310601,103.8052
8123,Farrer Rd,Opp Tulip Gdn,1.313053,103.8044,New Bridge Rd,New Bridge Ctr,1.282938,103.8425
8126,Boon Lay Way,Bef Yuhua CC,1.340164,103.7363,Toh Guan Rd,IMM Bldg,1.334462,103.7477
8126,Boon Lay Way,Bef Yuhua CC,1.340164,103.7363,Jurong Town Hall Rd,Blk 228,1.34239,103.736
8135,Jln Damai,Opp Blk 668,1.333319,103.9095,Zion Rd,Blk 94,1.288371,103.8335
8156,Lor 1 Toa Payoh,Blk 128,1.338108,103.8439,Lor 6 Toa Payoh,Blk 1,1.33976,103.853
8168,West Coast Rd,Opp Kent Ridge Sec Sch,1.301532,103.7661,Pasir Panjang Rd,Opp Haw Par Villa Stn,1.282778,103.7819
8187,Jln Bt Merah,Opp Pacific Tech Ctr,1.28598,103.8112,Telok Blangah Rd,HarbourFront Stn,1.266079,103.8198
8187,Jln Bt Merah,Opp Pacific Tech Ctr,1.28598,103.8112,Nth Bridge Rd,St. Andrew's Cath,1.2925,103.8515
8191,Yio Chu Kang Link,Opp Serangoon Swim Cplx,1.357446,103.8738,Ang Mo Kio Ave 8,Opp Blk 710,1.371373,103.8487
8205,Airport Rd,Bef RSAF Roundabout,1.351979,103.8995,S'goon Rd,Boon Keng Stn,1.320088,103.8618
8211,Paya Lebar Rd,Paya Lebar Stn,1.318602,103.8921,Guillemard Rd,Opp Kong Hwa Sch,1.311679,103.8874
8219,Dunearn Rd,Aft Swiss Club Rd,1.333252,103.7921,Marina Blvd,Marina Bay Financial Ctr,1.280372,103.855
8227,Bedok Reservoir Rd,Blk 716,1.338157,103.9254,Tg Kling Rd,Aft Shipyard Rd,1.310079,103.6972
8241,Pasir Ris Dr 1,Blk 115,1.369085,103.9551,Pasir Ris Dr 1,Bef Pasir Ris Ctrl,1.371591,103.9483
8249,Pasir Ris Dr 6,Blk 446,1.370312,103.9572,Pasir Ris Dr 1,Blk 197,1.366253,103.9612
8258,Tampines Ave 5,Opp Tampines Stadium,1.352962,103.9417,Tampines St 83,Opp Blk 853,1.353276,103.9344
8259,S'goon Nth Ave 5,Blk 538,1.375122,103.8732,S'goon Nth Ave 6,Yio Chu Kang Amenity Ctr,1.37665,103.8717
8259,S'goon Nth Ave 1,Blk 112,1.369273,103.8719,Sengkang East Way,Sengkang Stn,1.392339,103.8961
8262,New Upp Changi Rd,Blk 32,1.323383,103.9251,Bedok Nth Dr,Bedok Int,1.325005,103.9282
8275,Middle Rd,Opp Prime Ctr,1.300634,103.8511,Alexandra Rd,Aft SM Motors Ctr,1.292159,103.8107
8275,Alexandra Rd,Opp SM Motors Ctr,1.292335,103.8115,Middle Rd,Opp Prime Ctr,1.300634,103.8511
8276,Yishun Ave 2,Yishun Sapphire,1.440037,103.8317,Yishun Ave 2,Yishun Stn,1.429266,103.8352
8289,Somerset Rd,Somerset Stn,1.300276,103.8388,Henderson Rd,Blk 1,1.279478,103.8173
8306,Queensway,Opp Queenstown Polyclinic,1.298722,103.8003,East Coast Rd,The Holy Family Ch,1.306864,103.9065
8308,Marymount Rd,Blk 254,1.362135,103.8425,Dover Ave,S'pore Poly,1.307393,103.7821
8309,Upp Cross St,Opp Subordinate Ct,1.286077,103.8424,Bt Batok Rd,Bt Batok Fire Stn,1.374014,103.7526
8309,Upp Cross St,Opp Subordinate Ct,1.286077,103.8424,Eu Tong Sen St,Bef Outram Rd,1.279008,103.8386
8310,New Upp Changi Rd,Blk 221A,1.324691,103.9347,Tampines Ctrl 1,Tampines Int,1.354076,103.9434
8323,Tampines St 34,East Spring Sec Sch,1.356303,103.9598,Tampines Ave 1,Opp SAFRA Tampines,1.345034,103.9401
8324,C'wealth Ave West,Clementi Stn,1.314975,103.765,Toh Guan Rd East,Mori Seiki,1.336655,103.7495
8325,Bedok Nth Ave 3,Blk 220 CP,1.325663,103.9353,Airport Blvd,Near SATS Flight Kitchen,1.342037,103.9824
8331,New Bridge Rd,Opp Pearl's Ctr,1.281184,103.841,Clementi Rd,NUS Fac Of Engrg,1.300603,103.7702
8337,Paya Lebar Rd,Citipoint Ind Cplx,1.328246,103.8901,Nth Buona Vista Rd,Buona Vista Stn,1.306498,103.7906
8341,Ang Mo Kio Ave 3,Blk 5022,1.370195,103.8628,Paya Lebar Rd,Opp Orion @ Paya Lebar,1.328843,103.8896
8341,Paya Lebar Rd,Opp Orion @ Paya Lebar,1.328843,103.8896,Ang Mo Kio Ave 3,Blk 516,1.37094,103.8733
8342,Hougang Ctrl,Opp Hougang Ctrl Int,1.3714,103.8917,Tampines Ctrl 1,Tampines Int,1.354076,103.9434
8344,Bt Batok West Ave 3,Princess E Pr Sch,1.349724,103.7412,Bt Timah Rd,Opp Natl JC,1.328988,103.8027
8345,Bendemeer Rd,Opp Blk 28,1.318897,103.8642,Hill St,Old Hill St Police Stn,1.290845,103.8486
8345,Jln Toa Payoh,Aft Blk 195,1.330814,103.8608,Hill St,Old Hill St Police Stn,1.290845,103.8486
8353,Upp Bt Timah Rd,Opp Hume Pk Condo,1.3557,103.7689,Holland Rd,Holland Village,1.312232,103.7944
8358,C'wealth Ave,Queenstown Stn,1.294693,103.8059,Boon Lay Ave,Blk 176,1.347203,103.7103
8366,Ang Mo Kio Ave 4,Blk 258,1.370533,103.8365,PTB2 Basement,Changi Airport PTB2,1.355093,103.9892
8368,Pasir Panjang Rd,Opp PSA Wharves G3,1.277066,103.7902,Raffles Quay,One Raffles Quay,1.280976,103.8514
8379,Circuit Rd,ITE MacPherson Campus 1,1.324611,103.8889,Sims Ave,Bef Lor 23 Geylang,1.314907,103.881
8385,Jln Anak Bt,Opp Beauty World Ctr,1.343269,103.7769,Jln Jurong Kechil,Aft Upp Bt Timah Rd,1.340093,103.7753
8389,Guillemard Rd,Kong Hwa Sch,1.311533,103.8878,Guillemard Rd,Versailles Condo,1.312008,103.8904
8401,Bt Panjang Rd,Blk 223,1.375778,103.7742,Joo Chiat Rd,Parkway Hotel,1.304765,103.9059
8402,Ang Mo Kio Ave 4,Blk 641,1.3789,103.84,Eu Tong Sen St,Aft Hosp Dr,1.27832,103.8376
8411,Pasir Ris Dr 3,Opp Blk 233,1.375131,103.9621,PTB2 Basement,Changi Airport PTB2,1.355093,103.9892
8420,Thomson Rd,Novena Lodge,1.323623,103.8416,Punggol Pl,Punggol Temp Int,1.403706,103.9022
8422,Bt Batok East Ave 3,Blk 229,1.348555,103.7546,Jurong Gateway Rd,Blk 131,1.334739,103.7403
8429,Upp Thomson Rd,Bef Thomson Ridge,1.353078,103.8344,Sin Ming Ave,Blk 454,1.359298,103.8303
8434,Toa Payoh East,Blk 30,1.333903,103.8547,Tg Katong Rd,Opp Tg Katong Girls' Sch,1.307253,103.8954
8436,Tiong Bahru Rd,Blk 78,1.2886,103.819,Tiong Bahru Rd,Delta Swim Cplx,1.288757,103.8194
8443,Tampines Ave 7,Opp Tampines JC,1.356467,103.9575,Tampines St 32,Ngee Ann Sec Sch,1.35385,103.9574
8447,Yio Chu Kang Rd,Opp Seletar Hills Est,1.387394,103.873,Sengkang West Ave,After Jalan Kayu,1.391067,103.8706
8462,Lor Chuan,St. Gabriel's Pr Sch,1.350172,103.8614,Bt Panjang Ring Rd,Blk 602,1.381781,103.7629
8462,Bt Panjang Ring Rd,Blk 602,1.381781,103.7629,Lor Chuan,St. Gabriel's Pr Sch,1.350172,103.8614
8463,Pasir Ris Dr 1,Blk 156,1.364328,103.9631,Woodlands Sq,Woodlands Reg Int,1.436621,103.7859
8473,Depot Rd,Blk 109B,1.281673,103.8092,Tanglin Rd,Crescent Girls' Sch,1.293647,103.816
8479,Marine Parade Rd,Tao Nan Sch,1.305663,103.911,Marine Parade Rd,CHIJ Katong Convent (Pr),1.305853,103.9106
8489,Dover Rd,Opp Fairfield Meth Pr Sch,1.300046,103.7847,C'wealth Ave West,Dover Stn,1.311683,103.7787
8492,Pasir Ris Dr 1,Blk 210,1.366776,103.9611,Simei Ave,Opp Changi General Hosp,1.339417,103.9485
8498,S'goon Ave 3,Melrose,1.349266,103.8659,Lor Chuan,New Tech Pk,1.350967,103.8618
8509,Depot Rd,Aft Hewlett Packard,1.281761,103.8096,Bt Merah Ctrl,Bt Merah Int,1.282102,103.8172
8515,AYE,Blk 426,1.311637,103.7635,Telok Blangah Rd,VivoCity,1.265514,103.8221
8521,Yishun Ave 3,Blk 773,1.422974,103.8328,Selegie Rd,Peace Ctr,1.300999,103.8498
8528,Corporation Dr,Blk 117,1.334684,103.7227,Pasir Panjang Rd,Opp Heng Mui Keng Terr,1.290463,103.7736
8533,Lor Ah Soo,Opp Blk 115,1.35225,103.8879,Hougang Ave 3,Blk 172,1.350814,103.8898
8533,Hougang Ave 3,Opp Blk 169,1.351107,103.8903,Lor Ah Soo,Opp Blk 115,1.35225,103.8879
8538,Telok Blangah Way,Al-Amin Mque,1.275682,103.8191,Hougang Ave 6,Punggol CC,1.374685,103.8927
8553,Kim Keat Rd,Opp Jumbo Ind Bldg,1.324561,103.8533,Selegie Rd,Selegie Ctr,1.303245,103.85
8567,Punggol Rd,Blk 102C,1.398936,103.9047,Tampines Ave 2,Blk 302,1.352966,103.9551
8577,Geylang Bahru,Blk 73,1.322124,103.8708,Bendemeer Rd,Blk 54,1.324095,103.8676
8580,Guillemard Rd,Versailles Condo,1.312008,103.8904,Robinson Rd,Opp AIA Twr,1.282075,103.8509
8586,Kaki Bt Ave 1,Blk 151,1.336013,103.9121,Thomson Rd,Opp Novena Ch,1.321273,103.8418
8592,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496,Sengkang Sq,Sengkang Int,1.391781,103.8959
8604,Upp Paya Lebar Rd,Blk 161,1.351701,103.8786,Thomson Rd,Thomson Med Ctr,1.325613,103.8419
8614,Sth Buona Vista Rd,Opp Kent Ridge Stn,1.29241,103.7846,Science Pk Dr,Bef Reuters,1.290103,103.7892
8621,Canberra Rd,Blk 311,1.446673,103.8228,Bt Batok Rd,Opp Bt Batok Fire Stn,1.373923,103.7522
8628,Boon Lay Way,Blk 112,1.339508,103.7366,Jln Toa Payoh,Opp Blk 195,1.329917,103.8603
8635,Pasir Panjang Rd,Westvale,1.289138,103.7774,Tiong Bahru Rd,Opp Tiong Bahru Plaza,1.285931,103.8267
8636,Pasir Ris Dr 1,Blk 115,1.369085,103.9551,Pasir Ris Dr 1,Bef Pasir Ris Ctrl,1.371591,103.9483
8662,Lor 5 Toa Payoh,Blk 68,1.334446,103.8536,Lor 5 Toa Payoh,Blk 59,1.33697,103.8522
8665,Punggol Dr,Opp Blk 612A,1.404944,103.9091,Ang Mo Kio Ave 9,AMK Police Div HQ,1.384252,103.8445
8671,Loyang Ave,Opp Blk 149A,1.362261,103.9634,West Coast Highway,Opp Wholesale Ctr,1.286435,103.7789
8672,Bendemeer Rd,Blk 44,1.322049,103.8663,New Upp Changi Rd,Opp Blk 32,1.322953,103.9252
8691,Upp S'goon Rd,Serangoon Stn,1.349046,103.8734,S'goon Ctrl,Serangoon Stn,1.350498,103.8732
8703,Marine Terr,Blk 19,1.304964,103.9149,Marine Parade Rd,Opp Parkway Parade,1.302692,103.905
8704,Jurong Town Hall Rd,Blk 253,1.344383,103.7367,Jurong West Ave 3,Blk 276B,1.353072,103.7049
8713,Tg Katong Rd,Opp Tg Katong Girls' Sch,1.307253,103.8954,Robinson Rd,Opp AIA Twr,1.282075,103.8509
8717,Bedok Reservoir Rd,The Clearwater Condo,1.338118,103.934,Eunos Link,Opp Eunos Technolink,1.332915,103.901
8724,Mountbatten Rd,Katong Shop Ctr,1.303702,103.9013,Upp Changi Rd East,Expo Halls 4/5/6,1.335608,103.9584
8731,Yuan Ching Rd,Opp Japanese Gdn,1.333636,103.7249,Boon Lay Way,Opp Lakeside Stn,1.34432,103.7193
8736,S'goon Ave 2,Serangoon Int,1.350466,103.8717,Nicoll Highway,Opp Suntec City,1.295949,103.8576
8737,Toh Tuck Link,Aft Old Toh Tuck Rd,1.331498,103.7577,West Coast Highway,Blk 705,1.305051,103.7606
8743,Yishun Ave 2,Northpoint Shop Ctr,1.429458,103.8355,Boon Lay Way,Aft Boon Lay Sub Stn,1.328075,103.7514
8746,New Upp Changi Rd,Bedok Sports Cplx,1.325319,103.9396,Upp Changi Rd East,Opp Tropicana Condo,1.340415,103.9613
8748,Admiralty Dr,Bet Blks 357/359,1.450206,103.8161,Yishun Ave 5,Blk 741,1.430344,103.8328
8749,Thomson Rd,Novena Stn,1.319627,103.8434,Owen Rd,Blk 51,1.316655,103.8504
8751,Tuas Ave 9,Toshiba Chemical S'pore,1.327585,103.6453,Choa Chu Kang Nth 6,Yew Mei Green Condo,1.394588,103.7519
8755,Jln Besar,Opp Veerasamy Rd,1.30653,103.8562,Sims Ave East,Kembangan Stn,1.320969,103.9133
8791,Bt Timah Rd,Little India Stn,1.306644,103.8492,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
8803,Loyang Ave,Loyang Ind Est,1.371186,103.9718,Loyang Ave,Loyang Valley,1.369551,103.9706
8810,Hougang Ctrl,Hougang Ctrl Int,1.370607,103.8927,Ang Mo Kio Ave 3,Ang Mo Kio Stn,1.369469,103.8508
8815,Yishun Ring Rd,Blk 846,1.417426,103.835,Yishun Ave 2,Opp Blk 757,1.426573,103.8354
8827,Choa Chu Kang Loop,Choa Chu Kang Int,1.385511,103.7441,Woodlands Sq,Woodlands Reg Int,1.436621,103.7859
8829,Tampines Ave 1,Temasek Poly,1.346753,103.9326,Tampines Ave 2,Blk 302,1.352966,103.9551
8836,Woodlands Ave 8,Opp Pacific Vinitex,1.452489,103.8018,Ang Mo Kio Ave 8,Yio Chu Kang Int,1.381132,103.8456
8847,Jln Bt Merah,Blk 111,1.280453,103.8264,Tiong Bahru Rd,Opp Tiong Bahru Plaza,1.285931,103.8267
8865,Bishan Rd,Opp Raffles Inst,1.347072,103.8471,Stamford Rd,Capitol Bldg,1.293956,103.8513
8869,Stamford Rd,Capitol Bldg,1.293956,103.8513,Dover Rd,United World College,1.303703,103.7818
8873,Zion Rd,Opp Great World City,1.294092,103.8308,C'wealth Ave West,Clementi Stn,1.314975,103.765
8939,Upp Thomson Rd,Bef Thomson Ridge,1.353078,103.8344,Marymount Rd,Marymount Stn,1.350167,103.8395
8942,Ang Mo Kio Ave 3,Ang Mo Kio Pr Sch,1.369606,103.8399,Scotts Rd,Far East Plaza,1.30732,103.8332
8944,Upp Changi Rd East,Mera Terr P/G,1.34665,103.9631,Anson Rd,Intl Plaza,1.275703,103.8463
8945,Jurong West St 62,Blk 668D,1.340891,103.7025,Jurong West St 62,Blk 668D,1.340891,103.7025
8959,Tiong Bahru Rd,Bef Al-Rabitah Mque,1.288488,103.8209,Alexandra Rd,Opp Gan Eng Seng Sec Sch,1.290881,103.8241
8972,Senja Rd,Opp West Spring Sec Sch,1.387075,103.76,Sungei Rd,The Verge,1.304613,103.852
8979,Jln Bt Merah,Blk 111,1.280453,103.8264,Jln Bt Merah,Bt Merah Town Ctr,1.283941,103.8178
8982,Telok Blangah Rd,Opp Chr CC Chapel,1.269648,103.8129,Bedok Reservoir Rd,Blk 121,1.33151,103.9098
8985,Upp Aljunied Rd,Opp Blk 4,1.333408,103.8784,MacPherson Rd,Aft Jln Belangkas,1.332182,103.8833
8999,Braddell Rd,PUB Recreation Club,1.343261,103.8674,Lor 1 Toa Payoh,Braddell Stn,1.34069,103.848
9000,Geylang Bahru,Blk 82,1.31956,103.8723,Tiong Bahru Rd,Tiong Bahru Plaza,1.286,103.8275
9001,Lor 1 Toa Payoh,Blk 111,1.340938,103.8454,Toa Payoh Rise,Caldecott Stn,1.337357,103.8394
9012,Thomson Rd,Novena Stn,1.319627,103.8434,Eu Tong Sen St,People's Pk Ctr,1.285711,103.8444
9017,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Tampines Ave 7,Blk 233,1.356603,103.9477
9039,Yuan Ching Rd,Opp Blk 134D,1.341342,103.7221,Yuan Ching Rd,Yuan Ching Sec Sch,1.341766,103.7214
9040,Woodlands Ave 6,Opp Woodlands Mart,1.446497,103.7981,Woodlands Ave 9,Opp Blk 773,1.447969,103.7976
9041,Bedok Sth Rd,Blk 40,1.320681,103.94,New Upp Changi Rd,Blk 32,1.323383,103.9251
9043,Tampines St 33,Blk 323,1.35208,103.9587,Tampines Ave 2,Blk 302,1.352966,103.9551
9069,Yio Chu Kang Rd,Opp Gracehaven S Army,1.372113,103.8765,Hougang Ave 9,Blk 946A,1.374888,103.8807
9079,Pioneer Rd Nth,Blk 840,1.344043,103.6919,Jurong West Ave 5,Blk 834,1.342854,103.6941
9098,Tampines Ave 2,Blk 302,1.352966,103.9551,Tampines Ave 1,Opp SAFRA Tampines,1.345034,103.9401
